,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
ixG,0.46062047449092347,0.12797097619284517,0.8411153142000903,0.5063633352183556,0.5751378429284146,0.2385793684265832,0.7540767468197065,0.7050918548274085,0.7873094879419102,0.5578571554393719,1.0,0.6160478857767626,0.7782183016120519,0.9681479129704039,0.9606870696309464,0.6471962136119898,0.6039517551910689,0.02106604238002303,0.04317709438047909,0.0692653191580986,-0.07776383910904751,0.03791626271852319,0.532729412793364,0.12647595983051851,0.572026809070888,-0.022100414155096126,-0.07066989296075323,-0.44203973160827975,0.3964614333193322,0.41086137218895025,0.26829841060591514,0.08399917875155163,0.3505367195348683,0.2756559096039845,0.10025685850286319,0.3407292103352024,0.27377678644044,0.10869738017579297,0.3238221325459015,0.31572608714444517,0.1129548968325514,0.27727146701851446,0.321431436356302,0.11885674883198653,0.36637345454619147,0.31009470495949304,0.1067818770493146,0.3602390932007785,0.317719022733354,0.1114887125713887,0.3307727292694942,0.3026329549624851,0.1026475968945791,0.23961267380890613,0.29475008125455016,0.09874962271264685,0.32559100047187095,0.26688693343138614,0.11308938700457914,0.17229262562800118,0.2231084827546202,0.0515886187134879,0.31182367362417973,0.20150574452104222,0.04132895149659839,0.1269095745061955,0.19948025762216418,-0.02535915950170001,0.1320480684307615,0.5447945053365564,0.2466748337185885,0.04327516924131245,-0.0038874306520537286,0.4028101493774625,0.2978197118907556,0.14299267481111072,0.03132378107016587,0.2755675330309426
iCF,0.5858069240363794,0.6593426746061061,0.6011104797950217,0.6434699743542437,0.5911434437136277,0.5002016706983267,0.7145180328025764,0.2281568506441481,0.9327269389171761,0.11801596033036071,0.6160478857767626,1.0,0.9605583446753423,0.712736505824055,0.43835573497439384,0.5637647965829312,0.7733558310197747,0.10414041773409137,0.19792062270161695,0.2697337189757931,-0.13842223400648088,0.014815279011899144,0.39017532689162854,0.5422786043351994,0.5767659705371968,-0.014942101564788904,0.16447093063520463,0.13537861169029805,0.07331653806706437,0.07755815775961099,0.7821450692379833,0.5825273442769208,0.48413229416551884,0.7784707296617199,0.5920653209019214,0.46497643695549845,0.7659280557828998,0.5887679614567386,0.4411762269449903,0.7217967714468091,0.5194377182590482,0.35988161852009315,0.7714649022213868,0.5889677715594133,0.43908984453065614,0.7718818964531229,0.5748540614653942,0.45993617854178037,0.7420902164983433,0.5641032096062512,0.37482431786378734,0.6588129649605808,0.48927424626584337,0.26104183786792745,0.7681797846372636,0.5573585055139756,0.45310467950981814,0.611323959156257,0.4369633587313554,0.2538142309155948,0.7080822568594953,0.5000282271213301,0.4609107793280516,0.5503068132477623,0.29194239003096994,0.2071522244316807,0.2433098334253896,-0.05140367704649417,0.1467207384800366,0.716255495779344,0.5815474310648244,0.2980100186418083,0.5220134169465004,0.35839899697960503,0.7393239288272517,0.6091474197851425,0.4348209511185657,0.4069995995898035
iFF,0.5924538459853045,0.545669294865341,0.7202111921108951,0.651615783392383,0.6341100746936301,0.4564990362255477,0.7816595722188161,0.3938919144948703,0.9838320967519215,0.24586546197855524,0.7782183016120519,0.9605583446753423,1.0,0.8401331355539785,0.6228759779224697,0.6442114415427997,0.7496959856333377,0.08719339791458197,0.16527991970860947,0.22782229503943693,-0.1288076636569432,0.025043093906419327,0.4623515083651536,0.45673159305896804,0.6156653106200726,-0.011370569485031477,0.10777488573419554,-0.03996033002666383,0.18205245923126262,0.1882888991994237,0.6771688605736105,0.4663587793883659,0.48118437599057673,0.6860752563788733,0.48333588707110847,0.47217654252817887,0.6802903199659895,0.4879953730080048,0.44863769251191093,0.6538181754519498,0.43313413096554604,0.36515828585534726,0.6856025842766826,0.48470080859916037,0.44835890231067177,0.6844291598831349,0.4739896767313835,0.45946126428403705,0.6595979337817913,0.4650695205959237,0.38336437573571236,0.6024002440485834,0.4114256687712568,0.27462095208292653,0.6800253905180851,0.4596036110091132,0.4457172761366521,0.551821053310622,0.3648777462799234,0.25104880611044494,0.5936080857180757,0.376954344085412,0.4556548110565974,0.48643145695156026,0.2328493855141879,0.20482448551506177,0.24081278079229976,-0.04289295190886651,0.150737026424433,0.7210610941044532,0.5203263700907063,0.2473582397982588,0.4049028716580664,0.39982666859405824,0.6616605256835639,0.5103747978998661,0.3472912050091401,0.39686265026760337
iSCF,0.4919992919094858,0.22658822094090447,0.8583092552115804,0.5780686704853129,0.6280105284301593,0.3126530838513808,0.8077540017945632,0.6674583145917231,0.8454460016544154,0.5306717547002386,0.9681479129704039,0.712736505824055,0.8401331355539785,1.0,0.9119624317688291,0.6648902371452573,0.6338609506753675,0.01406308689392189,0.05134319760769451,0.08971760289049428,-0.10776702755851057,0.018589856564537984,0.5367422051125039,0.21821509157130395,0.6175020519372788,-0.04908447789734271,-0.03345408491192043,-0.37630067768115244,0.3584783925789906,0.3748209712909093,0.36742545106097296,0.17121279557597047,0.3882031386771491,0.37431082204116684,0.19189305870652218,0.3712643701049316,0.3725696983863769,0.2021470102232459,0.3508883638475191,0.41651164300774407,0.19704567808228354,0.3111154441027506,0.4110435369489099,0.20718601837071832,0.38679300121019144,0.4172218395744102,0.19707962713461774,0.40578010338555465,0.407348034327523,0.19903063279511252,0.34862232762636225,0.38512551848994847,0.18396886540890706,0.25115568806221117,0.41081493080399095,0.18706041880898042,0.3849536091316174,0.36470829978976715,0.1820153884474606,0.20886266209625434,0.2992783232640335,0.11488159802789295,0.3448303590568497,0.2807493431089383,0.08613426568128985,0.15152665248571992,0.2435300955259666,-0.037463040551009255,0.1564837551018052,0.6147403885979696,0.3072767976154952,0.07341373556672295,0.08140771103688225,0.4355747108239051,0.3998415193285764,0.22415277454067395,0.08898804615662624,0.3341573277640185
iHDCF,0.387630488201297,-0.010545416906962245,0.7837272072437942,0.39885982494179284,0.48562431543092693,0.14197107495452946,0.6571300348381014,0.7200397730421565,0.6379444531661416,0.59613061617247,0.9606870696309464,0.43835573497439384,0.6228759779224697,0.9119624317688291,1.0,0.5835481341694465,0.4878516576034925,0.017659943819271065,0.02132918881287812,0.03107595618107767,-0.035565191586035313,0.04033282092652793,0.5065787961813226,-0.0034788050020781716,0.4889943556662131,0.010444213553425775,-0.09048017174268942,-0.5096873457435843,0.43132912771478205,0.44393981155395573,0.11615769285209268,-0.042417475210556506,0.27736326653232674,0.12247941444738562,-0.028837277999523396,0.27017761774339444,0.12156518694332501,-0.019672924321635886,0.2558752422091273,0.1762920430084164,-0.0009843892099370946,0.22302447704703357,0.17573794991486025,-0.011843014764918608,0.31199939542494287,0.16680476034444744,-0.020915782714817435,0.30457675660139105,0.1967653702941552,-0.013357601036775428,0.3130347765217794,0.18507354347345684,-0.007396246589363839,0.2147236517049906,0.1402611514985982,-0.02539199420988403,0.2504273092335486,0.13817676457576972,0.01681780299207264,0.12466151972935183,0.08055386140115912,-0.05341256268990571,0.22636446033386928,0.08826271094894558,-0.014765109131123418,0.08253107627414671,0.15746745111791216,-0.009788347367010149,0.11149069841230377,0.42838981685597277,0.14760900935920296,-0.012115293750402501,-0.12008005649866861,0.3466300964796697,0.15055761630977615,0.025482393862390894,-0.055153043221693246,0.1898840534511618
Rush Attempts,0.33811787982532304,0.15192958168127838,0.5874814257057249,0.3936768835079131,0.4486085585374575,0.18342377214700414,0.5516371252856025,0.4662391826456715,0.644432184994201,0.3153486584648453,0.6471962136119898,0.5637647965829312,0.6442114415427997,0.6648902371452573,0.5835481341694465,1.0,0.48285069651212315,0.04547257856515965,0.055734294015286553,0.07017166608829153,-0.04543610130349478,0.07663582495923686,0.3668671356895875,0.18324379823697515,0.45218103145430094,-0.01687479069922117,-0.05371387760834384,-0.25983854624491093,0.19634372447135445,0.21979243574539908,0.26168657560742437,0.14014876365586204,0.25059535561517676,0.2621662095930433,0.14236223187887448,0.2492123849695732,0.2574096543473171,0.14107567320048048,0.2411209760114099,0.2767876465092023,0.159718172475824,0.18296002203068773,0.2721537508189424,0.14609415201191917,0.2464133693423793,0.2709349660659997,0.14217781981579394,0.24604697077590187,0.26474732514580507,0.13141630590726894,0.22768625978603252,0.2530836238340667,0.1540650778612982,0.14373346788607946,0.26661588836457484,0.14363081436164563,0.22133437092889222,0.2309668308040355,0.13855837117842187,0.11158525086791504,0.27002354259746375,0.15850740782407102,0.22849208583210445,0.21787187026739413,0.07520947596467248,0.11678958907568344,0.1426249705292243,-0.05878308322428054,0.06548373581316161,0.39833827158971885,0.19666911656194538,0.046996345545667256,0.06870922837966771,0.2800908885167893,0.2676833514422108,0.15249590576729435,0.07238065275334694,0.2127208811069939
Rebounds Created,0.462909860933615,0.4297626350848634,0.48429913366629623,0.47229139846342033,0.45315713289422854,0.3399603484130637,0.5468969624636386,0.25122912922746715,0.7175110214431069,0.12636832036780854,0.6039517551910689,0.7733558310197747,0.7496959856333377,0.6338609506753675,0.4878516576034925,0.48285069651212315,1.0,0.09748599911778982,0.15861636813523108,0.20647713793905006,-0.08974456187556296,0.04393527535959955,0.3425217823624814,0.31933684509826304,0.43704441580942177,-0.00040308193775430104,0.06023276272400857,0.05626848288418264,0.1285201998643764,0.13069109570795667,0.5826180714015851,0.40359390760626246,0.4000591204497058,0.5544223708805153,0.3846847706243867,0.38476386365962556,0.5213299780450813,0.3599069417106881,0.36480191413723084,0.4808771300345928,0.3270917414164637,0.26767445480352664,0.589161226386902,0.39703328863246745,0.4069366998314387,0.5542789643086049,0.36262439273527186,0.3968168286894214,0.5726645843020313,0.37487799854641163,0.3622338997201975,0.4473678160704695,0.2817923563478431,0.22572528535532474,0.5234863612995695,0.33800862633709194,0.361792390468521,0.39222849429505685,0.3153380894942112,0.15516821962749147,0.6053278549859622,0.4409872037087525,0.35886493253996776,0.37446315238009636,0.1852180448612433,0.14128431340360859,0.14589931048608396,-0.045176223367348015,0.0776617632073636,0.5230366142601209,0.43333093307971127,0.2060912056066855,0.3178892703596484,0.26502485735039166,0.5058312878982828,0.4273648145092837,0.2935582474513342,0.2769240534055029
PIM,0.20489458639893685,0.1364411021944002,-0.03505890529032852,-0.015386088653985311,-0.009463930002759377,-0.018546904934113775,-0.027863917117357865,-0.10370201211560176,0.06816946320316848,-0.09709064706760918,0.02106604238002303,0.10414041773409137,0.08719339791458197,0.01406308689392189,0.017659943819271065,0.04547257856515965,0.09748599911778982,1.0,0.9354413983656326,0.796275787747538,0.7398897217618936,0.6827073461690382,0.46390307049800594,0.10394845580540497,-0.06290163984085653,0.5701058970275898,0.19733976730042013,0.12743814972133752,-0.04437529308551697,-0.044756343895139786,0.11320219992801431,0.13330873413218916,-0.015326365977789894,0.11132322124574043,0.130998266649002,-0.013293975154607137,0.10451980049410525,0.12823485631187345,-0.025801451705505525,0.06033681007715758,0.07698680665497815,-0.009022005167875869,0.10240930667252053,0.12772438053215218,-0.018680639625326262,0.09486334698362872,0.12798986880662566,-0.033826654072768914,0.11473471178710581,0.12737173934464133,0.010660966882780698,0.06811353450780695,0.07556264100995554,0.018266778228055076,0.07776442535491981,0.12282791075802066,-0.060345237794203636,0.031267159996131465,0.050828597100879024,-0.0354077176529406,0.09512169158122125,0.12260638191119783,-0.030315129329981868,0.046161835330750384,0.058736047107449396,-0.02126942065980179,-0.05700200126341533,0.07147630523323727,0.007991769266233646,0.00593796534564053,0.1715505146470122,0.137604685976477,0.17721585942471316,-0.1207663376582366,0.04129793204177335,0.16264057909874233,0.1517080508339826,-0.11763109615788327
Total Penalties,0.27048036950044085,0.26646994864405826,-0.0026460535816168968,0.06694447664689776,0.05300943013202297,0.06401268518207852,0.040369913969785905,-0.1334122449308168,0.14204056308022622,-0.10714069767255255,0.04317709438047909,0.19792062270161695,0.16527991970860947,0.05134319760769451,0.02132918881287812,0.055734294015286553,0.15861636813523108,0.9354413983656326,1.0,0.9559538824929172,0.5347700559210521,0.4593177741340253,0.4651477409388389,0.20427578742718916,-0.009220304940290986,0.529394533238816,0.2648831855186288,0.19594757381843897,-0.03139881757143099,-0.029644583771719923,0.24185264177363228,0.24895735075539624,0.041084256631722875,0.24091473042854628,0.25000969882900953,0.037842795016975087,0.2335506117846545,0.24677209012122034,0.024099424855822067,0.18137394148655078,0.18208902835486013,0.04445832247166982,0.22930014369284588,0.2450059752970387,0.029835715638530155,0.22405462065468895,0.24489152732054875,0.021510770423366472,0.23714484040071715,0.2429722651233954,0.046562699900966155,0.17891484193562793,0.17514493307202428,0.05099986916028252,0.20760551457133355,0.23554024972146087,0.0011233012348872069,0.13189119740989855,0.13808749645704455,0.004862896647222712,0.20233502371980025,0.21665497533662018,0.02177597567256356,0.14020292188635156,0.11950348364879756,0.01404010331731755,-0.004211157461236199,0.05668212526292695,0.03699607282450699,0.09953476543736381,0.27686316627222207,0.22693567702058934,0.28650756470433086,-0.10248421879801044,0.1607688763280525,0.2813150073480498,0.26419946865012617,-0.07460814813503154
Minor,0.3018618832105263,0.3526930351577103,0.03479729164972465,0.14042915915933804,0.11170793560196729,0.13355962571479255,0.10570848049006408,-0.1372221728062869,0.2036750461444263,-0.10124769842851143,0.0692653191580986,0.2697337189757931,0.22782229503943693,0.08971760289049428,0.03107595618107767,0.07017166608829153,0.20647713793905006,0.796275787747538,0.9559538824929172,1.0,0.2751107714189323,0.2873168127881167,0.4243419886699436,0.2753850053185873,0.04672995505316075,0.42241923662895436,0.28675738642871457,0.22828010798854187,-0.013099859451017874,-0.009723628086564766,0.33454491878568154,0.3248888435316121,0.09411536179236732,0.33383456886964175,0.3291894848342625,0.08495822542189368,0.32656545497919637,0.32564507469475923,0.0714341167633553,0.2727771460179225,0.25686631319543757,0.08932773934706201,0.32134019941201636,0.3248041322912217,0.07311741449771937,0.31779610093245453,0.32292554918711575,0.07213361303703562,0.3234856911241171,0.3219099827275853,0.07485999672483093,0.26029019284824434,0.24678058346748818,0.07352846215725216,0.30357267864961235,0.3095135596052257,0.060649700345197725,0.2099710223575188,0.20128294016951748,0.04279118358037577,0.28219361069715226,0.2776591946053023,0.07474874368743162,0.21370247898057917,0.15880879510156973,0.0493389664169302,0.04319167079068654,0.036161771940381074,0.05794775115740295,0.1812238769843134,0.3407400458677676,0.27678596066343436,0.34981567653481566,-0.06454072778517973,0.2558261796189334,0.35627491133894007,0.33089187840941847,-0.01895006360629277
Major,0.023770191660313567,-0.12593822745449368,-0.12266214516713043,-0.19559337675296745,-0.16352283993705657,-0.17483883554955448,-0.1858956879697125,-0.06163725690626744,-0.13697527491670738,-0.06627859471199278,-0.07776383910904751,-0.13842223400648088,-0.1288076636569432,-0.10776702755851057,-0.035565191586035313,-0.04543610130349478,-0.08974456187556296,0.7398897217618936,0.5347700559210521,0.2751107714189323,1.0,0.4746615089743477,0.29481472875577036,-0.12161951489668413,-0.17554235565954585,0.5593848468505755,0.07508977736998564,0.008772118317838725,-0.07106794494572027,-0.07476562617007596,-0.16600414526293875,-0.10758784463778834,-0.14524572601725627,-0.16539045467860425,-0.11725690998794655,-0.1262330947223842,-0.16835606943838766,-0.11731039053687294,-0.13227589479177265,-0.18710618923139258,-0.135411074593177,-0.11177227568469572,-0.16872342342587185,-0.1255685063558988,-0.11293416643840984,-0.17353072773449285,-0.11695107639083706,-0.13813929435168032,-0.14700466101337056,-0.12489651860175424,-0.0589790116351836,-0.15690517421722408,-0.13118010163710855,-0.0391829985827089,-0.1867224562647869,-0.1061633080429089,-0.17557509325184256,-0.170182905295199,-0.12179678462238552,-0.1093661085835711,-0.15252715055192553,-0.08115956480974439,-0.15920809823434867,-0.15802470143692124,-0.054866181029051234,-0.10610384049273638,-0.13715985548420026,0.08440575027531366,-0.0430534563738326,-0.2087067610094672,-0.06100331309861016,-0.02915683282073585,-0.04824376671376611,-0.17686317424151654,-0.21326964044507693,-0.08942755497107795,-0.06196942262101864,-0.21190968861963283
Misconduct,0.05416741160912367,-0.05025070003533666,-0.014077740671209859,-0.04270870328176681,-0.014494656443417157,-0.0680868333675672,-0.03397021723084538,0.0027818058379947236,0.020655427048657193,-0.03518627454517048,0.03791626271852319,0.014815279011899144,0.025043093906419327,0.018589856564537984,0.04033282092652793,0.07663582495923686,0.04393527535959955,0.6827073461690382,0.4593177741340253,0.2873168127881167,0.4746615089743477,1.0,0.2762782792506541,-0.015688396071431628,-0.050756133483806455,0.25931834151159283,-0.008204606866033106,-0.027508619165606173,-0.022122883272882955,-0.02436962862024675,-0.03714967408857749,-0.031540146015736084,-0.03050698480079681,-0.04244605024982718,-0.033503989718281425,-0.03288533311800849,-0.04638442992617019,-0.03544499033356422,-0.039211828642524385,-0.05910079401286038,-0.045824344197417516,-0.041939435093721944,-0.04272024498196143,-0.02381756452021201,-0.046235641772244686,-0.05337887541555244,-0.03144372729933182,-0.05777051079758909,-0.037644904201811775,-0.020722344756366272,-0.030098433496651717,-0.05280529502737055,-0.038743957749547385,-0.024241208283156047,-0.06279386127731465,-0.037715616693437926,-0.06841687408504493,-0.05702659942877874,-0.04247685302722725,-0.044207830686586735,-0.01474441653409322,-0.014488201079374968,-0.020672186220582884,-0.035078805301223204,-0.0330326181089658,-0.014458973642393912,-0.06974632637873493,0.04467157715767496,-0.02012780779429421,-0.03321374605385889,-0.005216044854157872,-0.03886004397309762,-0.020649382603728297,-0.02099557932266322,-0.05214225854893745,-0.02333709804042354,-0.04848531540110953,-0.04702914007682786
Penalties Drawn,0.3757083613442226,0.18631124676213048,0.4630415922184272,0.383952385965091,0.4286702628446258,0.1913819598342663,0.48072893089381047,0.37116809848273663,0.45967389040665546,0.28284363236104265,0.532729412793364,0.39017532689162854,0.4623515083651536,0.5367422051125039,0.5065787961813226,0.3668671356895875,0.3425217823624814,0.46390307049800594,0.4651477409388389,0.4243419886699436,0.29481472875577036,0.2762782792506541,1.0,0.1922109902765615,0.3724143555735882,0.24781795456310513,0.16654618545596686,-0.16690311891790804,0.21051579801166387,0.2383289398895837,0.23520386168918994,0.15495932962766398,0.16853556009763013,0.23743626209193397,0.16450147849230695,0.15946074611444164,0.23535256843736274,0.17282302132859734,0.14010951250321194,0.26233950599782296,0.14947494313251683,0.16233503052949189,0.2451174788135605,0.16713489674512133,0.1611851828975395,0.24979090681574287,0.16347987865768082,0.16851746341133275,0.2415541324890025,0.1628377537804976,0.15158585420047263,0.23239832341544628,0.13883502581118332,0.13128333176187593,0.24759971311320939,0.15678141872868595,0.1543807842056737,0.2335631043458952,0.13117842344051,0.10687764785271595,0.19621049376801214,0.11898479841582381,0.14781166007839544,0.19803732553017192,0.07773838878487811,0.07246810749321775,0.1461990535101148,0.007179341698583831,0.11501501938987188,0.3483217059520017,0.24944122167731309,0.11177731060683356,0.12038933349376768,0.181496834144608,0.2267619676109075,0.19057236526560298,0.10903427384312372,0.12012193759535747
Giveaways,0.3961991082510103,0.662535971427801,0.2146809401360168,0.5419154017198448,0.4474520530941215,0.49232022373085826,0.4498228369317402,-0.07986217587110153,0.44229481790461594,-0.0520979993635226,0.12647595983051851,0.5422786043351994,0.45673159305896804,0.21821509157130395,-0.0034788050020781716,0.18324379823697515,0.31933684509826304,0.10394845580540497,0.20427578742718916,0.2753850053185873,-0.12161951489668413,-0.015688396071431628,0.1922109902765615,1.0,0.4315585540430107,-0.03218786686133847,0.2533703616074335,0.31626142369781973,-0.0012716645677945029,-0.0008767680087183661,0.6529813373102596,0.6086734528091079,0.22035779654292537,0.6654311850593857,0.63191952204267,0.20179682751961434,0.6726141495776037,0.6425625053339388,0.18713797092804013,0.6444403384794423,0.5635909066275863,0.21460340900653568,0.6713921290965645,0.6438660013471275,0.19030663017061056,0.6789265668966895,0.6416886705279613,0.21516345787672256,0.6548047846868492,0.6258301917335503,0.16384697742102067,0.6100742440907568,0.5417059941615462,0.1566914859276289,0.6741976312049038,0.6249110047732547,0.2223960472626467,0.5367517851638741,0.45525927768122226,0.1687300787716584,0.5105337856188473,0.4281158162495106,0.23368632066499107,0.44481531412067166,0.3223640478350844,0.10837742400329754,0.24407527570042595,-0.0579837011370669,0.14305303546897427,0.5086219182384473,0.49854195935530626,0.3040693450264596,0.5708843731952283,0.19737808327815087,0.6356741453120502,0.5778281009100961,0.46046250930779403,0.29730476475713424
Takeaways,0.4796732964755074,0.4298482122046082,0.5597651529637323,0.632532806110252,0.6197211131602166,0.43723406832679657,0.6861528481072676,0.4144165503936676,0.6131463611348648,0.3242765366317187,0.572026809070888,0.5767659705371968,0.6156653106200726,0.6175020519372788,0.4889943556662131,0.45218103145430094,0.43704441580942177,-0.06290163984085653,-0.009220304940290986,0.04672995505316075,-0.17554235565954585,-0.050756133483806455,0.3724143555735882,0.4315585540430107,1.0,-0.17354131812458473,0.044954413198468005,-0.10204640987713615,0.311210685409044,0.3264636359638505,0.49485626060074317,0.3629101022461005,0.3154764347375882,0.49889125432880554,0.3791462737803665,0.2976711986211545,0.49713178779538886,0.3842010370788536,0.28143679602233274,0.5142739266533742,0.36170627373583225,0.25743677821355765,0.5165481798087729,0.3941652643472071,0.2916258858594917,0.5243377182011358,0.38517114732568397,0.31680481229415325,0.4992577504871193,0.37591674764814964,0.25467986603968684,0.47285121112334905,0.33450883041403406,0.2023091554200496,0.5252478559900517,0.3749116653324539,0.31402542538544675,0.4458565520427767,0.31285237512955233,0.1807364583913189,0.4118149498255706,0.28209602070672907,0.2877575596105775,0.36114770553399744,0.20291577147009482,0.12368241506746838,0.24596054587707922,-0.07064988912444936,0.13489961736990036,0.5743039601148494,0.40448861284722365,0.2229024517305951,0.27719094016665974,0.30799312150723285,0.5073072960860568,0.39308149013081145,0.28834904809490947,0.28574795652605967
Hits,0.18188115714663314,0.0653513143411248,-0.1066248778633375,-0.17460638622376112,-0.1841801964543296,-0.1022085793758568,-0.16445075122654054,-0.12512516972233317,-0.026467153471677628,-0.10565985761622948,-0.022100414155096126,-0.014942101564788904,-0.011370569485031477,-0.04908447789734271,0.010444213553425775,-0.01687479069922117,-0.00040308193775430104,0.5701058970275898,0.529394533238816,0.42241923662895436,0.5593848468505755,0.25931834151159283,0.24781795456310513,-0.03218786686133847,-0.17354131812458473,1.0,0.33417735299707335,0.15192992300586572,-0.038341780476140286,-0.06086430960128056,-0.0054092984158068845,0.06389347999491604,-0.11648431856647783,-0.00089580160038104,0.04947375033244925,-0.08479396994267904,-0.001024579156582628,0.047242019790605744,-0.08692302363309334,-0.07029622617228568,-0.017453406455555955,-0.06876203361463146,-0.009284171998233157,0.026641083508191197,-0.05873601837756042,-0.014830448238097626,0.047655665479009235,-0.09605283434458779,0.02008802616625406,0.022438348890268064,0.008216733376599276,-0.030358749745045426,-0.013250986090058888,-0.0008993063056853274,-0.03905118773019524,0.0635589097024851,-0.15778200794322658,-0.09295641092136347,-0.04586263103093852,-0.07040386489995372,-0.042168363517712915,0.05045940965567448,-0.16079494534584673,-0.0860203739475063,0.03632648062482294,-0.10632865927913278,-0.15254328734063982,0.12380302398351793,-0.026710655445304744,-0.15134252266916268,0.1742258305565915,0.20346353324254488,0.14491255453758345,-0.30461985087229004,-0.1162600446759223,0.13734748244236833,0.18164520474976387,-0.3237517632666692
Hits Taken,0.36624463530685597,0.4529204456247961,-0.09523139532864883,0.11925315781400493,0.03207568051472683,0.20195562062149966,0.024746493840975936,-0.29059492579928053,0.08962829122514802,-0.19881503272684287,-0.07066989296075323,0.16447093063520463,0.10777488573419554,-0.03345408491192043,-0.09048017174268942,-0.05371387760834384,0.06023276272400857,0.19733976730042013,0.2648831855186288,0.28675738642871457,0.07508977736998564,-0.008204606866033106,0.16654618545596686,0.2533703616074335,0.044954413198468005,0.33417735299707335,1.0,0.37021927547090716,-0.11910660031747261,-0.1190533594069297,0.39762624380729206,0.36278017420092895,0.16924062293952016,0.40711029161318585,0.35631765390032605,0.19274525143246823,0.4133070758226381,0.35456349898155015,0.19732521293025468,0.3286020322318582,0.2517921371977716,0.17216447321333997,0.3953032772798491,0.32037996102227156,0.21570661691007156,0.40299733789960446,0.3445485828827564,0.20174968601507975,0.4147991528219628,0.30628721780964163,0.24229506470531387,0.34969554142397014,0.23319061260722262,0.18593926112485454,0.3817164851693287,0.35676028004766885,0.14355295563275144,0.2395518546714763,0.19560368293079824,0.08883997360147242,0.2946062707688317,0.28283417278063794,0.10274803809755394,0.1832700969236122,0.1808787336360299,0.025944439085948772,0.021560728568821647,0.07901371837149883,0.07294546205268938,0.13578498740393324,0.40389885145772797,0.3325878305903901,0.4894427053087121,-0.13276939371041735,0.2606949744423115,0.43853739129177405,0.397872697624966,-0.060755144907128966
Shots Blocked,0.1736551151254985,0.5701003716422953,-0.35923437952191384,0.016638138309800612,-0.12192580479447775,0.20641433006793472,-0.17681543457260113,-0.603835329714079,-0.07311930701287703,-0.4505133376959256,-0.44203973160827975,0.13537861169029805,-0.03996033002666383,-0.37630067768115244,-0.5096873457435843,-0.25983854624491093,0.05626848288418264,0.12743814972133752,0.19594757381843897,0.22828010798854187,0.008772118317838725,-0.027508619165606173,-0.16690311891790804,0.31626142369781973,-0.10204640987713615,0.15192992300586572,0.37021927547090716,1.0,-0.21686285911201578,-0.23537840301891128,0.4634152441020005,0.6261751100545401,-0.12261520878075301,0.4439588310869367,0.5765450312533658,-0.08939736786176565,0.42966143436305054,0.5442551098355071,-0.07607661823692995,0.34972754146430124,0.45348536913279613,-0.012168574095649191,0.40875851915535333,0.5360376120436373,-0.06882924130308399,0.4010315646910184,0.5553175385197355,-0.09487249838117415,0.39229646691931686,0.5077571014578149,-0.053733854778366286,0.3220476696223049,0.4000609658103171,-0.0067258965523415,0.39433889616597245,0.5649362962465404,-0.10871013788824496,0.29467698422884875,0.35958640225018024,0.014802788202640006,0.43281614610778274,0.5932286216300293,-0.1344780871874921,0.2615532411593145,0.364241764415526,-0.05135742125430879,0.043167855603825384,-0.006976526550629566,0.028167674325220552,0.070994598047483,0.4156831916603594,0.4284805234726754,0.5937679971478672,-0.24965024808336295,0.35764064957377734,0.5291119976243042,0.5520508161573449,-0.07094805020186012
