,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
SCF%,0.2089422811022849,0.2317328932921361,0.32454087432145556,0.4166874615162486,0.35837783826365677,0.3583536332891376,0.4289729831022116,0.10023647306259355,0.44266361509099156,0.10050328544558614,0.3602390932007785,0.45993617854178037,0.45946126428403705,0.40578010338555465,0.30457675660139105,0.24604697077590187,0.3968168286894214,-0.033826654072768914,0.021510770423366472,0.07213361303703562,-0.13813929435168032,-0.05777051079758909,0.16851746341133275,0.21516345787672256,0.31680481229415325,-0.09605283434458779,0.20174968601507975,-0.09487249838117415,0.06598135238388501,0.04693105119048951,0.4907021107620352,-0.0171645640919892,0.930580406441215,0.49454136714987307,0.0029705899652077653,0.9146002548640064,0.48247530021990287,0.008375601555161323,0.8863139284286384,0.4581441646772467,-0.04099676449578606,0.6359433756890152,0.5173125701587694,-0.02654570357276795,0.9415672417415083,0.5278329907470062,-0.058621342463767295,1.0,0.5257156383631264,-0.04260888306787108,0.879279279117726,0.4615468775725121,-0.030716706745389056,0.5383913038302166,0.5123902354484678,-0.0674780254213367,0.9379193336486359,0.34321631713038103,-0.011887137757615972,0.3726676093400276,0.41536772940423733,0.007983765015611365,0.7460230771628329,0.3124657735495975,-0.08148095092679818,0.31544260915527106,0.17331298228438824,0.08069257147220804,0.18807578563731275,0.4440677615694507,0.24026945326301802,-0.0014956205612818214,0.16900040754733733,0.3753083533361898,0.4461513460617042,0.26145911210353623,0.05193082271686482,0.4405133892827337
HDCF,0.6403013009809189,0.8775516613629953,0.32029588778444984,0.6600542927091636,0.5157645660593982,0.6408687855999582,0.5785323802837752,-0.11282682207676525,0.6340324684217071,-0.04839915945792234,0.317719022733354,0.7420902164983433,0.6595979337817913,0.407348034327523,0.1967653702941552,0.26474732514580507,0.5726645843020313,0.11473471178710581,0.23714484040071715,0.3234856911241171,-0.14700466101337056,-0.037644904201811775,0.2415541324890025,0.6548047846868492,0.4992577504871193,0.02008802616625406,0.4147991528219628,0.39229646691931686,0.04549812646576975,0.03171090681082329,0.9406670046872952,0.7690934465195242,0.48365422684008225,0.9476217889878494,0.7856342528545053,0.470413266890159,0.9422415370931984,0.7842200294853673,0.451178546828594,0.8745126904460154,0.6521606177877003,0.41897925703310895,0.9808605544485604,0.7777177212980024,0.5175198615158368,0.9733464527475278,0.7660847506738732,0.5257156383631264,1.0,0.7563977484256809,0.5122714559656271,0.8652165666519525,0.6131923170566902,0.3706972810435216,0.9232566455744584,0.739458906893481,0.45832950731381206,0.6794127694804425,0.5292382108876643,0.258001112090029,0.7735117720645983,0.6170276889990527,0.4063042465388736,0.5935784805371358,0.40309096453989096,0.16580845109718326,0.284784134023167,-0.005421902333750839,0.21099169884878263,0.7143409013909434,0.7624349308523864,0.48633064296247286,0.755052919128994,0.2227157891878289,0.8553093013647326,0.8305377244557088,0.663852671814955,0.34602983999205805
HDCA,0.6090387991388343,0.8877861883959743,0.165871502593112,0.5053873032828283,0.37752201119095774,0.5152136595757675,0.4016088905582289,-0.18688364684301895,0.44866049582262535,-0.10770374403791119,0.1114887125713887,0.5641032096062512,0.4650695205959237,0.19903063279511252,-0.013357601036775428,0.13141630590726894,0.37487799854641163,0.12737173934464133,0.2429722651233954,0.3219099827275853,-0.12489651860175424,-0.020722344756366272,0.1628377537804976,0.6258301917335503,0.37591674764814964,0.022438348890268064,0.30628721780964163,0.5077571014578149,0.0016102015374413784,0.010337639397496327,0.7803131206942148,0.926436071481801,-0.018450201058779928,0.7841988054057673,0.947594330096648,-0.04884256425708914,0.7869447059306307,0.9464144335356611,-0.05741298015913678,0.7216087954910522,0.8334764578641738,0.06068027841346759,0.7783957000896878,0.9803926998959137,-0.08103702619315346,0.7819509931115665,0.9640502254645644,-0.04260888306787108,0.7563977484256809,1.0,-0.1393037370890423,0.6590325236261989,0.808497403200558,-0.009546249852860534,0.7749280150774127,0.8962020097365039,0.0363351147658545,0.6236015079333941,0.6293912640529484,0.1222749941777489,0.6342538664860549,0.7086152580021139,0.03970204055409358,0.5251065388109224,0.5317848002636368,0.0302806683654537,0.2299722123686713,-0.08555268038631882,0.11254099889312416,0.5726797913403355,0.7273116339006799,0.549470457060628,0.7795167312477289,0.07101749077959563,0.7336385213236511,0.7952166938186715,0.7232791959378355,0.18609627770236023
HDCF%,0.19778970338754612,0.18691229984907512,0.25985824770603694,0.32916388281143466,0.27889121571099107,0.28902041626756386,0.3406853378997686,0.07143754910835903,0.3691133317360336,0.07153656497535726,0.3307727292694942,0.37482431786378734,0.38336437573571236,0.34862232762636225,0.3130347765217794,0.22768625978603252,0.3622338997201975,0.010660966882780698,0.046562699900966155,0.07485999672483093,-0.0589790116351836,-0.030098433496651717,0.15158585420047263,0.16384697742102067,0.25467986603968684,0.008216733376599276,0.24229506470531387,-0.053733854778366286,0.06609650880906967,0.03667757648859612,0.40370326996977357,-0.020620083019544412,0.7768625909880572,0.41090302455707167,-0.023781517516550926,0.8034932317165735,0.4002854417604119,-0.025308877867886142,0.7881320706388453,0.37569171730885836,-0.08104682578448492,0.5787884449610654,0.45961585867362587,-0.0810759833738589,0.9250735087795356,0.44504658236552075,-0.07425704597813956,0.879279279117726,0.5122714559656271,-0.1393037370890423,1.0,0.43086851040167357,-0.10843272921843561,0.5898073861509329,0.3832172615589061,-0.02460359669541874,0.6603146361330897,0.22614318625259117,-0.007549338100785076,0.2535430423394135,0.3413506595982102,0.028766115561540816,0.5745003110923492,0.21241634919176333,-0.06672777944303894,0.22128062300803555,0.1370496919263075,0.10790822450483828,0.18034307543986722,0.32791597473846357,0.22214242673399184,0.04990508652940349,0.1469321112969285,0.23349664143028082,0.3315831885734346,0.23455352693454523,0.0865378353848273,0.2774891645111791
HDGF,0.5520590700466038,0.77808227346787,0.3914046921047629,0.728167156393099,0.580214470820991,0.6911711056865166,0.6580634608364135,-0.06105380310518089,0.588142183303375,0.08052632289331486,0.3026329549624851,0.6588129649605808,0.6024002440485834,0.38512551848994847,0.18507354347345684,0.2530836238340667,0.4473678160704695,0.06811353450780695,0.17891484193562793,0.26029019284824434,-0.15690517421722408,-0.05280529502737055,0.23239832341544628,0.6100742440907568,0.47285121112334905,-0.030358749745045426,0.34969554142397014,0.3220476696223049,0.05967742757189945,0.05614978839971562,0.8246761831684554,0.6728388151284408,0.4193790813535169,0.8413215114313061,0.6969785885057037,0.41047893393072943,0.8468992658204417,0.7041568772437234,0.39763068044473143,0.9216798999261687,0.5909165016298196,0.5312354410413513,0.86605651760243,0.6812982737719773,0.45708115967771196,0.8642112898199987,0.6777213822306016,0.4615468775725121,0.8652165666519525,0.6590325236261989,0.43086851040167357,1.0,0.5531496863885711,0.566326591250515,0.8357642630667492,0.6613854646648352,0.4165228993906787,0.6382592117892685,0.4773228818330979,0.2508723516604837,0.6699159676944262,0.5255896074896136,0.3595769181151736,0.5276535162402483,0.37144985714951817,0.13613472275673066,0.544446569992711,-0.016087486699842748,0.3992577381428425,0.6876515972616101,0.6688349600369272,0.41452507648468606,0.6559222014294749,0.25310277577526036,0.7929034842165055,0.7354442932751256,0.5733273766508639,0.35413560185444404
HDGA,0.48889586888442865,0.7409608485953391,0.16798134083258603,0.4478579360322926,0.3422141781431374,0.44575545433958014,0.36683112848194827,-0.134827958459096,0.39838636656224585,-0.07557238160126485,0.1026475968945791,0.48927424626584337,0.4114256687712568,0.18396886540890706,-0.007396246589363839,0.1540650778612982,0.2817923563478431,0.07556264100995554,0.17514493307202428,0.24678058346748818,-0.13118010163710855,-0.038743957749547385,0.13883502581118332,0.5417059941615462,0.33450883041403406,-0.013250986090058888,0.23319061260722262,0.4000609658103171,0.003864926612828762,0.011681837429755388,0.6519889482968101,0.7658089262659177,-0.0021928806061449657,0.6589157316473796,0.7929677244255912,-0.03539441308812733,0.6624725085448576,0.8025594717023546,-0.057005463120075796,0.6159028805971755,0.9139949914493193,-0.16105649657341067,0.6401543918551588,0.8145542474922044,-0.07710158677856857,0.6514066969813116,0.800148562882107,-0.030716706745389056,0.6131923170566902,0.808497403200558,-0.10843272921843561,0.5531496863885711,1.0,-0.3089639011219214,0.6575282238459658,0.7591651942293609,0.03303053974959565,0.5429096891312138,0.593948095239403,0.06198458367527317,0.5354835819763363,0.5783597400658962,0.05966883651187869,0.45557755409167305,0.4574260059759074,0.029631481354078983,0.20882835541760417,-0.4590154376484798,-0.169796193930385,0.49785199787171874,0.598798516324935,0.4367899199829661,0.6467637708974573,0.09354366187237698,0.6324763789106337,0.6649262860786127,0.5938502435293544,0.19361357788527386
HDGF%,0.17175042506221047,0.17798174174294992,0.2746597192667177,0.3693023062039116,0.31052168645939704,0.32761647630510676,0.37342977084904294,0.055714053824223474,0.2731461162106866,0.17818706235827733,0.23961267380890613,0.26104183786792745,0.27462095208292653,0.25115568806221117,0.2147236517049906,0.14373346788607946,0.22572528535532474,0.018266778228055076,0.05099986916028252,0.07352846215725216,-0.0391829985827089,-0.024241208283156047,0.13128333176187593,0.1566914859276289,0.2023091554200496,-0.0008993063056853274,0.18593926112485454,-0.0067258965523415,0.05685784642064717,0.04876071195384651,0.2952780827083302,0.04744262160289957,0.4589127300629757,0.3080745738633902,0.04818056673738655,0.48681318340285307,0.31109337668240655,0.04647607578064385,0.49536692349226163,0.43205333587059747,-0.18638634659474118,0.7953681605044397,0.34858743340116605,0.009889601683310606,0.5871810215972133,0.33646561919110146,0.023227855140343333,0.5383913038302166,0.3706972810435216,-0.009546249852860534,0.5898073861509329,0.566326591250515,-0.3089639011219214,1.0,0.3014561319164504,0.04559128951389165,0.4195438928676775,0.20542096037268115,-0.016094743245108414,0.24258286368931734,0.22918851738067547,0.05119040378946726,0.3308629725138281,0.1512137106506067,-0.007466736682524367,0.12073752639783039,0.44941189967347983,0.44424457305201526,0.6556656027274029,0.28476671348289845,0.2010941980823176,0.07065280707780949,0.13413310819285004,0.18088707378154525,0.2720636538161311,0.20684997549133888,0.09566722773897644,0.19856324025251387
MDCF,0.6390932393941505,0.9071270714387701,0.34568189441202785,0.6995327717546398,0.5527027851767211,0.6706124896309117,0.6163806892148814,-0.10026114871869514,0.6552751801425157,-0.028825882612886045,0.29475008125455016,0.7681797846372636,0.6800253905180851,0.41081493080399095,0.1402611514985982,0.26661588836457484,0.5234863612995695,0.07776442535491981,0.20760551457133355,0.30357267864961235,-0.1867224562647869,-0.06279386127731465,0.24759971311320939,0.6741976312049038,0.5252478559900517,-0.03905118773019524,0.3817164851693287,0.39433889616597245,0.0420812077403616,0.037603896032765975,0.9652856829788837,0.795906820112484,0.4914052128812435,0.970684036518091,0.8183441089260645,0.4648889794521039,0.9683412109867191,0.8184362204746348,0.44684426725675086,0.9077226922858217,0.6966974470723565,0.412719467125059,0.9602709523937912,0.8021510427979945,0.4579396606198294,0.986757158063315,0.7975205998335949,0.5123902354484678,0.9232566455744584,0.7749280150774127,0.3832172615589061,0.8357642630667492,0.6575282238459658,0.3014561319164504,1.0,0.7787251463505077,0.5314482526696755,0.7752560931496773,0.5750806181585422,0.30642668307432724,0.8089123623936982,0.6382622195310439,0.4395617577631904,0.6577317823533221,0.4080790948537891,0.20926098561129503,0.3119740422244324,-0.036855084681453876,0.2088510797875719,0.7595372177924344,0.7574776551855965,0.4819441989529998,0.7766132289351072,0.26871991686705904,0.905927656378429,0.8348536636811799,0.658608274086228,0.41201309675998055
MDCA,0.6220005374768081,0.9047150419286499,0.15525495412337453,0.49763175466754134,0.36788938598686727,0.5127210532621611,0.39124016042236576,-0.2061462860387471,0.44225012842463146,-0.11479225367261355,0.09874962271264685,0.5573585055139756,0.4596036110091132,0.18706041880898042,-0.02539199420988403,0.14363081436164563,0.33800862633709194,0.12282791075802066,0.23554024972146087,0.3095135596052257,-0.1061633080429089,-0.037715616693437926,0.15678141872868595,0.6249110047732547,0.3749116653324539,0.0635589097024851,0.35676028004766885,0.5649362962465404,0.0034182262616004695,0.005614074468816587,0.776624196118573,0.9600160648752718,-0.06815195399256294,0.7821355438298457,0.9587505461748385,-0.06555428092852185,0.7869562730050649,0.9499809967693646,-0.062018673417822794,0.7242165952038004,0.8353506701837152,0.0677298026995587,0.7669613893245899,0.9422479182121826,-0.040994522919324684,0.7770660285522639,0.9818694569494012,-0.0674780254213367,0.739458906893481,0.8962020097365039,-0.02460359669541874,0.6613854646648352,0.7591651942293609,0.04559128951389165,0.7787251463505077,1.0,-0.08659692716194801,0.6304648535376934,0.697297254528497,0.08047784578555991,0.6481339762278068,0.7709544241854208,-0.02720275475737702,0.5157032022793371,0.5508910251147359,0.005146483278237217,0.24110945506889234,-0.08320359310987464,0.12257863876440867,0.5418324015865869,0.7342600234711805,0.6064266204726907,0.8059294510151276,0.007389785893312177,0.7125489578659611,0.8067376172260825,0.7733288289591818,0.12864834255752275
MDCF%,0.18674331272463232,0.23188018580053088,0.3213340874312172,0.4178143717618563,0.36144272825966167,0.3563676784202286,0.4280047532692971,0.10366141795944057,0.42975623507110927,0.10445834782926418,0.32559100047187095,0.45310467950981814,0.4457172761366521,0.3849536091316174,0.2504273092335486,0.22133437092889222,0.361792390468521,-0.060345237794203636,0.0011233012348872069,0.060649700345197725,-0.17557509325184256,-0.06841687408504493,0.1543807842056737,0.2223960472626467,0.31402542538544675,-0.15778200794322658,0.14355295563275144,-0.10871013788824496,0.056093879318850626,0.04752583515033131,0.4823150386208769,-0.010074703522719221,0.9032621351078551,0.483300740219566,0.024299971619507494,0.8585196482999696,0.4721839143756573,0.03407667171827505,0.8252025088543898,0.45089982797753375,-0.003123013125406472,0.5810434378888307,0.48317198435980735,0.01909078778887207,0.81215063918031,0.5107589307130066,-0.03634183700967129,0.9379193336486359,0.45832950731381206,0.0363351147658545,0.6603146361330897,0.4165228993906787,0.03303053974959565,0.4195438928676775,0.5314482526696755,-0.08659692716194801,1.0,0.37747242229099837,-0.011661491277476323,0.4023870086347033,0.408576787402085,-0.007011234153451625,0.7600235029070694,0.3392970191260293,-0.07793202179549377,0.33719974212176546,0.1725043273422425,0.04738040691562827,0.1635782804600395,0.4633564873981761,0.21842706476337495,-0.037106186758649747,0.1616119213972487,0.4224188801056579,0.4649201561116928,0.24356677826718487,0.021207032983914437,0.49383192381291696
MDGF,0.4620808698539951,0.6940334628707038,0.4004501582726899,0.6817713463475593,0.5756122122558862,0.601492479884558,0.6338429927371868,-0.04338697503131245,0.5387917061111027,0.12508716129201214,0.26688693343138614,0.611323959156257,0.551821053310622,0.36470829978976715,0.13817676457576972,0.2309668308040355,0.39222849429505685,0.031267159996131465,0.13189119740989855,0.2099710223575188,-0.170182905295199,-0.05702659942877874,0.2335631043458952,0.5367517851638741,0.4458565520427767,-0.09295641092136347,0.2395518546714763,0.29467698422884875,0.0446494771930552,0.0541924190141475,0.721807715529546,0.6341155350948418,0.31729145199711745,0.7312947828353689,0.6512473907935241,0.30698568089222367,0.7361330492882693,0.6433498523239436,0.31626480220799036,0.8588307528568077,0.5806043930431288,0.47369256616947825,0.7254679246189778,0.6452232597643631,0.3057442550390394,0.7496433517143624,0.6440628675941524,0.34321631713038103,0.6794127694804425,0.6236015079333941,0.22614318625259117,0.6382592117892685,0.5429096891312138,0.20542096037268115,0.7752560931496773,0.6304648535376934,0.37747242229099837,1.0,0.49105215636857175,0.5869472945419905,0.6056335030533934,0.5051367829339584,0.2911902410274288,0.5432597695284253,0.3324267140860403,0.17662343940627342,0.5938486806631906,-0.08735483215648446,0.385639672491231,0.6339912594552426,0.5752126404186442,0.34499564760425855,0.5732112812180101,0.262920263198627,0.7123563546112098,0.6305702215421738,0.4764347223045495,0.3628649903829322
MDGA,0.433745373607255,0.6429514082021803,0.1589142203757388,0.39777100801822735,0.30859633017304233,0.38934073783043815,0.3308705698436733,-0.12710672380910515,0.34215243760286057,-0.05840728615030784,0.11308938700457914,0.4369633587313554,0.3648777462799234,0.1820153884474606,0.01681780299207264,0.13855837117842187,0.3153380894942112,0.050828597100879024,0.13808749645704455,0.20128294016951748,-0.12179678462238552,-0.04247685302722725,0.13117842344051,0.45525927768122226,0.31285237512955233,-0.04586263103093852,0.19560368293079824,0.35958640225018024,0.013436994960539864,0.02503075485739767,0.5781220442416296,0.6727248197323407,0.0066664748785365815,0.574833938344427,0.6758390921616069,-0.00932478986583092,0.5647088921435582,0.6760391353962905,-0.039153751451875926,0.5425090605366896,0.8274177815708927,-0.16126591220887615,0.5611810985601537,0.6731513581417206,-0.011665386829458044,0.5667434550759736,0.6865656715804771,-0.011887137757615972,0.5292382108876643,0.6293912640529484,-0.007549338100785076,0.4773228818330979,0.593948095239403,-0.016094743245108414,0.5750806181585422,0.697297254528497,-0.011661491277476323,0.49105215636857175,1.0,-0.3102488546700949,0.5210916258982451,0.5640936168872994,0.05130716096075104,0.40264137420460794,0.42908458148702383,0.014159621872400843,0.2175601474784777,-0.4934016627707328,-0.18753370176223122,0.4464923535786162,0.5307213929333828,0.39135667667585183,0.576133395203984,0.08246817933259652,0.5558197860722387,0.5829324154541877,0.5118003680701052,0.1801111099235082
MDGF%,0.10994309367114372,0.1816476508972205,0.26498864501007596,0.3449039215587748,0.3143615999122363,0.2716293718474166,0.35317470420372604,0.04732803080247935,0.25571735522494415,0.18807913497899076,0.17229262562800118,0.2538142309155948,0.25104880611044494,0.20886266209625434,0.12466151972935183,0.11158525086791504,0.15516821962749147,-0.0354077176529406,0.004862896647222712,0.04279118358037577,-0.1093661085835711,-0.044207830686586735,0.10687764785271595,0.1687300787716584,0.1807364583913189,-0.07040386489995372,0.08883997360147242,0.014802788202640006,0.021540412789851852,0.02021252199995559,0.26239410085830905,0.1021069668515314,0.3366344266317101,0.27165729092296664,0.11218338200109916,0.3417385099998432,0.2819278398537831,0.10250009486205809,0.37726838172762667,0.4136920803119566,-0.08116538874438466,0.6779899417501674,0.278371924912735,0.11032347155657125,0.3435036978394323,0.2918518521001848,0.10044676529611944,0.3726676093400276,0.258001112090029,0.1222749941777489,0.2535430423394135,0.2508723516604837,0.06198458367527317,0.24258286368931734,0.30642668307432724,0.08047784578555991,0.4023870086347033,0.5869472945419905,-0.3102488546700949,1.0,0.19840629764842063,0.06678966206541362,0.27074574442378463,0.2201331641473142,0.008215025540315033,0.1729329400250228,0.4586601696478935,0.3418087855695005,0.58956588294848,0.2604894559502399,0.15643221589938136,0.037610023158651085,0.11407269785091877,0.19314197249330456,0.25516464673452316,0.17324871749646853,0.07667155833096118,0.21445288339722213
LDCF,0.5872570022529234,0.8009007668066024,0.2431422772000578,0.5577357438065795,0.42721367069553556,0.5536503662855828,0.47451967708244064,-0.10888343203194446,0.5390722578683353,-0.06989891646667672,0.2231084827546202,0.7080822568594953,0.5936080857180757,0.2992783232640335,0.08055386140115912,0.27002354259746375,0.6053278549859622,0.09512169158122125,0.20233502371980025,0.28219361069715226,-0.15252715055192553,-0.01474441653409322,0.19621049376801214,0.5105337856188473,0.4118149498255706,-0.042168363517712915,0.2946062707688317,0.43281614610778274,0.0356030638085465,0.024069188616850225,0.9003446727009132,0.7409101851863951,0.45335593978432925,0.8659270431714121,0.7107588769412061,0.4391657450923271,0.8209140547109544,0.6664069036164387,0.4199870958391061,0.7356448278397493,0.5952551479957015,0.31032204609162384,0.8263666264742054,0.68606649354969,0.3976628208964616,0.8094636890197814,0.6591971890188806,0.41536772940423733,0.7735117720645983,0.6342538664860549,0.3413506595982102,0.6699159676944262,0.5354835819763363,0.22918851738067547,0.8089123623936982,0.6481339762278068,0.408576787402085,0.6056335030533934,0.5210916258982451,0.19840629764842063,1.0,0.8206725571405578,0.46621541051541276,0.599132099893199,0.3668541876942078,0.19130529932546186,0.19461357879531402,-0.07628684636351632,0.09238126581904889,0.6488341741633838,0.6640194210247148,0.43787554209250446,0.6736527071699722,0.21519523860681217,0.7956781337899718,0.7400872189946842,0.5928759643684631,0.35085325657771915
LDCA,0.5695890651289031,0.7865609989196745,0.08278308526543732,0.38687510660594193,0.26790920982120825,0.42412870903506583,0.2844047704591324,-0.20336772376956078,0.328610472581217,-0.12955344874195482,0.0515886187134879,0.5000282271213301,0.376954344085412,0.11488159802789295,-0.05341256268990571,0.15850740782407102,0.4409872037087525,0.12260638191119783,0.21665497533662018,0.2776591946053023,-0.08115956480974439,-0.014488201079374968,0.11898479841582381,0.4281158162495106,0.28209602070672907,0.05045940965567448,0.28283417278063794,0.5932286216300293,0.011898699716034298,0.009367651502919277,0.7217185257430442,0.8769410887024497,-0.04855457711981474,0.68296122409723,0.8239123983835634,-0.043314800858571915,0.6437242083455298,0.7650470073573598,-0.03697019131070592,0.5872670054580756,0.6656151098600535,0.06744249575596346,0.6515034579085616,0.7701509598313035,0.004908474642864138,0.6415251126258185,0.764532660901166,0.007983765015611365,0.6170276889990527,0.7086152580021139,0.028766115561540816,0.5255896074896136,0.5783597400658962,0.05119040378946726,0.6382622195310439,0.7709544241854208,-0.007011234153451625,0.5051367829339584,0.5640936168872994,0.06678966206541362,0.8206725571405578,1.0,-0.08771828474302218,0.46215611655489586,0.49383998464940565,0.0031036757579684772,0.1829688411162589,-0.050971968320489836,0.10173948525592172,0.4239306123078621,0.6550285035620326,0.6091415898423859,0.6862265012657889,-0.09359613940749813,0.5909227759319942,0.7194037239649375,0.7390832892931208,0.018879131088154585
LDCF%,0.16889515473039965,0.20619351752530116,0.29210047752051466,0.3693738757763149,0.325406849463909,0.30677530818565857,0.38256251499026694,0.10744142216568664,0.4379550936645582,0.069716877563769,0.31182367362417973,0.4609107793280516,0.4556548110565974,0.3448303590568497,0.22636446033386928,0.22849208583210445,0.35886493253996776,-0.030315129329981868,0.02177597567256356,0.07474874368743162,-0.15920809823434867,-0.020672186220582884,0.14781166007839544,0.23368632066499107,0.2877575596105775,-0.16079494534584673,0.10274803809755394,-0.1344780871874921,0.039707804670568475,0.024365675184474574,0.46739517149229,-0.03286473208509906,0.9154808889870162,0.47090578057404087,-0.005441219212432562,0.8857376282417294,0.4562735476500722,0.00707765052483171,0.8425280457434537,0.3844454093461183,0.03237665903029223,0.46383943341191697,0.44645821923091555,0.03136969777644113,0.7275495440580864,0.43394165226498443,0.0006706586922081584,0.7460230771628329,0.4063042465388736,0.03970204055409358,0.5745003110923492,0.3595769181151736,0.05966883651187869,0.3308629725138281,0.4395617577631904,-0.02720275475737702,0.7600235029070694,0.2911902410274288,0.05130716096075104,0.27074574442378463,0.46621541051541276,-0.08771828474302218,1.0,0.3352973004417155,-0.09535533395414067,0.34711094487012734,0.05948013732143579,-0.06192023221906625,0.0005422688606484072,0.48143709254927486,0.1636202144838273,-0.14629367270130264,0.14243614163220644,0.535638294817924,0.4824203540881584,0.19742292009522874,-0.06823195649863706,0.6091810072105825
LDGF,0.4209331779687436,0.6068518875632443,0.31948354214968405,0.5508222750786738,0.45502786955717683,0.5000995704120368,0.5099884750635117,-0.05381071423338416,0.4675274807645133,0.0807963046308413,0.20150574452104222,0.5503068132477623,0.48643145695156026,0.2807493431089383,0.08826271094894558,0.21787187026739413,0.37446315238009636,0.046161835330750384,0.14020292188635156,0.21370247898057917,-0.15802470143692124,-0.035078805301223204,0.19803732553017192,0.44481531412067166,0.36114770553399744,-0.0860203739475063,0.1832700969236122,0.2615532411593145,0.04599044067565576,0.048506327697681303,0.6596834389033047,0.5408950070089992,0.33605733419797157,0.6599951987600833,0.5550795733270337,0.31467097070772176,0.6560533034226745,0.5496437352351938,0.3082956235295145,0.7124541328788645,0.47142933703149403,0.40214778220236413,0.632801764524207,0.5463181383795858,0.27738907849046335,0.6432471403946899,0.5332425362263539,0.3124657735495975,0.5935784805371358,0.5251065388109224,0.21241634919176333,0.5276535162402483,0.45557755409167305,0.1512137106506067,0.6577317823533221,0.5157032022793371,0.3392970191260293,0.5432597695284253,0.40264137420460794,0.2201331641473142,0.599132099893199,0.46215611655489586,0.3352973004417155,1.0,0.22422734750820394,0.5884332599776241,0.41956769916405773,-0.028917673009049946,0.29587190840736943,0.5480406660066581,0.4829087559124824,0.3112126854941295,0.5109068042915226,0.22745229042896065,0.6265309751873664,0.5467013930915731,0.43031814415414826,0.31038962657318153
LDGA,0.33447828324451956,0.5063405338817918,0.07696177223945873,0.24557567540182482,0.17685223915942563,0.25964534876692685,0.19325249737373995,-0.1286677282440067,0.22832950328290372,-0.07471022534071067,0.04132895149659839,0.29194239003096994,0.2328493855141879,0.08613426568128985,-0.014765109131123418,0.07520947596467248,0.1852180448612433,0.058736047107449396,0.11950348364879756,0.15880879510156973,-0.054866181029051234,-0.0330326181089658,0.07773838878487811,0.3223640478350844,0.20291577147009482,0.03632648062482294,0.1808787336360299,0.364241764415526,0.013668856946235335,0.025663638916999142,0.4270284043013965,0.5686716813478049,-0.09857436877147638,0.4223353542248268,0.5681758889967978,-0.11133018167721084,0.42589417401850016,0.5678645453411861,-0.11515333393241549,0.38467689802931754,0.6590731128900645,-0.18249885642614236,0.4091136758674638,0.5519627239055237,-0.0903259929574609,0.41379131531887325,0.5571715843776623,-0.08148095092679818,0.40309096453989096,0.5317848002636368,-0.06672777944303894,0.37144985714951817,0.4574260059759074,-0.007466736682524367,0.4080790948537891,0.5508910251147359,-0.07793202179549377,0.3324267140860403,0.42908458148702383,0.008215025540315033,0.3668541876942078,0.49383998464940565,-0.09535533395414067,0.22422734750820394,1.0,-0.5367037402249075,0.11328306805744345,-0.3452252516290581,-0.16083493856774356,0.26543572700475804,0.4281066562924776,0.3739808252271035,0.4177421674431037,-0.05355510263690972,0.3750240055043943,0.47204888831949665,0.46218926993708687,0.022929149141584913
LDGF%,0.09057674748633221,0.10763117715917886,0.18063070892434246,0.2340366031491128,0.21311367403969422,0.18459528186629076,0.2400766497107723,0.04026075807010038,0.1950095424392463,0.11294056685070931,0.1269095745061955,0.2071522244316807,0.20482448551506177,0.15152665248571992,0.08253107627414671,0.11678958907568344,0.14128431340360859,-0.02126942065980179,0.01404010331731755,0.0493389664169302,-0.10610384049273638,-0.014458973642393912,0.07246810749321775,0.10837742400329754,0.12368241506746838,-0.10632865927913278,0.025944439085948772,-0.05135742125430879,0.023056522404340665,0.016960648460762534,0.19969323755647198,0.011969806008642144,0.35253427989156555,0.20525072742694517,0.02399880045403063,0.3471554312764874,0.20092491881321098,0.020629970700796346,0.34756919621221416,0.26503855585108227,-0.09968047072381553,0.4717531761052496,0.1926606915722489,0.02903603275394519,0.2998147350401941,0.19492423665710445,0.01602059814582323,0.31544260915527106,0.16580845109718326,0.0302806683654537,0.22128062300803555,0.13613472275673066,0.029631481354078983,0.12073752639783039,0.20926098561129503,0.005146483278237217,0.33719974212176546,0.17662343940627342,0.014159621872400843,0.1729329400250228,0.19130529932546186,0.0031036757579684772,0.34711094487012734,0.5884332599776241,-0.5367037402249075,1.0,0.2522578216774355,0.23535154234318773,0.3583206760309674,0.23566943133792448,0.06461857617764157,-0.019731905626964842,0.08942868874064784,0.22998547917082313,0.21553981129186692,0.08005045174572072,0.011026644147254124,0.23847642656183618
