Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2023-2024,Vladislav Gavrikov,L.A,D,77,1328.3,5,16,5,11,21,33.87,109,4.59,4.58,207,137,61,15,7,14,28,10,9,0,1,7,37,12,43,48,85,0,0,-
2023-2024,Justin Danforth,CBJ,R,71,853.45,8,13,7,6,21,53.85,71,11.27,11.39,148,120,97,60,5,16,24,8,7,0,1,10,11,20,90,62,39,133,132,50.19
2023-2024,Joe Veleno,DET,C,80,937.6666667,8,13,6,7,21,61.76,69,11.59,8.15,141,107,73,37,3,14,23,9,8,1,0,16,12,20,89,76,28,245,265,48.04
2023-2024,Ridly Greig,OTT,C,72,881.3666667,9,12,9,3,21,48.84,83,10.84,10.31,159,120,95,45,4,14,58,26,24,2,0,21,16,22,114,113,31,181,215,45.71
2023-2024,Bobby McMann,TOR,C,56,581.9333333,12,9,3,6,21,72.41,107,11.21,8.54,179,146,70,34,16,15,40,13,10,2,1,10,10,17,107,52,18,6,2,75
2023-2024,William Eklund,S.J,L,80,1125.133333,5,16,8,8,21,58.33,76,6.58,10.34,166,124,97,52,6,24,20,10,10,0,0,17,18,19,29,41,61,63,139,31.19
2023-2024,Adam Fantilli,CBJ,C,49,613.9166667,10,11,7,4,21,80.77,84,11.9,8.2,181,123,85,24,5,25,14,7,7,0,0,12,13,17,45,35,23,145,189,43.41
2023-2024,Cam Atkinson,PHI,R,70,829.5333333,10,10,3,7,20,68.97,127,7.87,10.88,217,167,119,59,8,20,23,10,9,1,0,11,15,9,28,28,40,7,9,43.75
2023-2024,Dmitry Orlov,CAR,D,82,1274.583333,5,15,4,11,20,37.74,117,4.27,6.03,289,184,89,12,7,16,36,14,13,0,1,21,35,24,92,72,55,0,0,-
2023-2024,Casey Cizikas,NYI,C,70,801.35,9,11,5,6,20,71.43,77,11.69,9.04,135,104,84,50,6,18,20,10,10,0,0,10,21,21,113,87,50,278,240,53.67
2023-2024,Cody Ceci,EDM,D,79,1326.7,4,16,6,10,20,33.9,90,4.44,3.76,189,120,53,10,2,20,14,7,7,0,0,3,17,21,74,167,81,0,0,-
2023-2024,Jimmy Vesey,NYR,L,80,852.5,9,11,6,5,20,83.33,98,9.18,10.41,176,141,93,49,11,21,20,7,5,2,0,7,17,24,70,33,22,8,13,38.1
2023-2024,Colton Sissons,NSH,C,81,944.2,7,13,11,2,20,58.82,81,8.64,10.63,153,123,108,53,3,14,32,16,16,0,0,16,22,24,113,75,46,442,369,54.5
2023-2024,Robby Fabbri,DET,C,68,716.8,13,7,3,4,20,71.43,72,18.06,9.77,131,103,88,48,5,8,26,9,8,0,1,8,16,16,64,66,29,27,29,48.21
2023-2024,Jake Middleton,MIN,D,80,1349.916667,5,15,6,9,20,40,79,6.33,4.74,184,112,60,18,3,19,72,26,20,6,0,21,18,16,122,61,120,0,0,-
2023-2024,Sam Steel,DAL,C,77,860.05,7,13,11,2,20,68.97,73,9.59,7.88,145,113,76,41,5,10,29,13,12,1,0,11,16,21,51,89,24,78,96,44.83
2023-2024,Michael Eyssimont,T.B,C,81,912.75,9,11,7,4,20,58.82,141,6.38,11.42,269,200,128,55,10,23,94,29,22,4,3,28,21,29,123,159,31,6,7,46.15
2023-2024,Mario Ferraro,S.J,D,78,1448.716667,3,17,9,8,20,37.74,117,2.56,5.14,254,158,74,16,6,19,32,16,16,0,0,6,24,22,91,91,131,0,0,-
2023-2024,Gabriel Vilardi,WPG,C,47,624.85,12,8,7,1,20,55.56,77,15.58,10.47,121,103,90,56,3,15,12,6,6,0,0,18,9,20,13,39,21,23,18,56.1
2023-2024,Ryan Poehling,PHI,C,77,935.4833333,7,13,9,4,20,62.5,94,7.45,10.73,168,132,92,58,8,16,6,3,3,0,0,10,9,19,55,79,76,367,361,50.41
2023-2024,Alexandre Texier,CBJ,C,78,972.4,8,12,8,4,20,52.63,92,8.7,8.28,204,132,91,38,9,21,34,17,17,0,0,11,15,19,46,29,31,4,9,30.77
2023-2024,Neal Pionk,WPG,D,82,1360.95,4,16,4,12,20,34.48,116,3.45,4.06,247,171,42,4,7,19,57,27,26,1,0,18,46,27,176,145,89,0,0,-
2023-2024,Eetu Luostarinen,FLA,C,82,988.4833333,8,12,7,5,20,64.52,94,8.51,11.66,187,143,101,55,2,18,18,9,9,0,0,20,21,34,97,136,33,79,68,53.74
2023-2024,Nick Perbix,T.B,D,77,1230.15,0,20,9,11,20,35.71,53,0,1.9,144,82,33,3,1,18,10,5,5,0,0,12,24,28,69,109,109,0,0,-
2023-2024,K'Andre Miller,NYR,D,80,1456.333333,7,13,4,9,20,35.71,85,8.24,4.18,211,128,65,12,8,11,43,16,14,1,1,9,29,45,121,59,95,0,0,-
2023-2024,Jack Drury,CAR,C,74,790.9,6,14,7,7,20,62.5,87,6.9,9.79,184,141,95,44,4,15,26,10,8,2,0,13,14,19,22,90,33,320,267,54.51
2023-2024,Michael Kesselring,ARI,D,65,986.7,5,15,6,9,20,39.22,75,6.67,3.11,191,130,44,8,5,17,66,26,23,2,1,11,27,14,99,83,57,0,0,-
2023-2024,Paul Cotter,VGK,C,76,919.0833333,5,15,10,5,20,64.52,96,5.21,10.27,190,145,126,50,10,18,29,13,12,1,0,10,19,35,208,97,29,24,25,48.98
2023-2024,Tye Kartye,SEA,L,77,875.2166667,11,9,4,5,20,71.43,106,10.38,11.26,216,161,123,57,6,15,35,12,10,1,1,14,9,24,191,74,25,41,44,48.24
2023-2024,Alex Laferriere,L.A,R,81,999.95,12,8,4,4,20,60.61,137,8.76,15.07,298,223,166,70,6,31,46,20,18,2,0,18,25,21,104,110,27,7,5,58.33
2023-2024,Cal Clutterbuck,NYI,R,82,798.7666667,7,12,8,4,19,65.52,57,12.28,6.9,101,83,67,32,6,12,14,7,7,0,0,9,19,22,227,54,42,11,21,34.38
2023-2024,Craig Smith,DAL,C,75,749.0333333,10,9,4,5,19,67.86,108,9.26,9.67,209,160,98,41,9,19,33,14,13,1,0,7,22,22,47,65,29,1,2,33.33
2023-2024,Nic Dowd,WSH,C,64,791.4166667,11,8,5,3,19,73.08,53,20.75,7.46,92,76,66,34,2,9,45,19,18,1,0,13,27,36,106,64,46,368,384,48.94
2023-2024,Brenden Dillon,WPG,D,77,1222.983333,8,11,3,8,19,35.85,76,10.53,2.68,201,117,52,8,3,26,80,28,20,8,0,10,21,3,200,91,90,0,0,-
2023-2024,Joel Armia,MTL,R,66,781.55,14,5,3,2,19,55.88,119,11.76,10.39,197,158,108,44,6,23,32,15,15,0,0,8,26,19,41,40,32,5,5,50
2023-2024,Erik Gustafsson,NYR,D,76,1152.066667,5,14,8,6,19,41.3,76,6.58,3.43,204,132,44,5,4,10,35,16,15,1,0,9,35,22,57,96,61,0,0,-
2023-2024,Sonny Milano,WSH,L,49,557.2,12,7,4,3,19,76,42,28.57,4.23,80,54,56,25,4,7,8,4,4,0,0,4,24,23,17,62,15,0,0,-
2023-2024,Pierre Engvall,NYI,L,74,1004.7,7,12,8,4,19,52.78,113,6.19,12.61,207,156,113,58,7,25,14,7,7,0,0,3,30,20,22,53,19,21,25,45.65
2023-2024,Jordan Greenway,BUF,L,67,862.4833333,8,11,5,6,19,52.78,87,9.2,8.01,163,122,84,36,2,11,39,18,17,1,0,7,17,18,115,41,46,11,26,29.73
2023-2024,Matt Roy,L.A,D,81,1390.433333,5,14,9,5,19,29.69,127,3.94,6.57,276,195,68,17,6,30,38,15,14,0,1,4,47,9,115,141,144,0,0,-
2023-2024,Sean Durzi,ARI,D,76,1294.9,4,15,7,8,19,33.93,94,4.26,4.68,223,137,84,21,3,25,42,21,21,0,0,12,55,19,37,104,129,0,0,-
2023-2024,Filip Zadina,S.J,R,72,847.2166667,10,9,5,4,19,79.17,124,8.06,11.42,236,171,113,51,5,28,18,8,8,0,0,13,16,26,45,36,27,12,43,21.82
2023-2024,Alexander Romanov,NYI,D,81,1480.783333,7,12,5,7,19,28.79,115,6.09,3.84,255,162,59,7,4,17,18,9,9,0,0,6,43,22,138,139,145,0,0,-
2023-2024,Logan O'Connor,COL,R,57,699.8833333,9,10,5,5,19,63.33,74,12.16,9.21,152,112,91,44,7,12,30,12,10,2,0,9,11,25,48,61,28,8,6,57.14
2023-2024,Brett Leason,ANA,R,68,702.7166667,8,11,6,5,19,95,83,9.64,6.88,155,114,70,31,5,16,12,6,6,0,0,4,16,14,74,65,45,13,18,41.94
2023-2024,Kaiden Guhle,MTL,D,70,1228.566667,4,15,7,8,19,39.58,86,4.65,3.72,170,115,43,8,3,12,38,19,19,0,0,8,36,18,92,126,132,0,0,-
2023-2024,Hendrix Lapierre,WSH,C,51,520.8166667,8,11,3,8,19,90.48,46,17.39,4.73,83,70,43,26,3,3,4,1,1,0,0,8,18,19,24,35,29,104,169,38.1
2023-2024,J.J. Moser,ARI,D,80,1324.166667,5,14,8,6,19,33.93,69,7.25,3.63,171,98,77,17,7,11,35,16,15,1,0,10,29,15,85,144,81,0,0,-
2023-2024,Alex Pietrangelo,VGK,D,64,1095.266667,3,15,7,8,18,32.73,104,2.88,4.32,230,148,54,12,6,18,6,3,3,0,0,6,27,35,34,95,119,0,0,-
2023-2024,Chris Tanev,"CGY, DAL",D,75,1231.433333,2,16,7,9,18,32.73,51,3.92,1.27,113,71,25,2,0,7,22,11,11,0,0,5,28,22,39,141,149,0,0,-
2023-2024,Justin Faulk,STL,D,60,1070.483333,1,17,9,8,18,42.86,99,1.01,4.26,202,136,54,12,4,17,37,13,11,1,1,2,27,29,73,37,89,0,0,-
2023-2024,Jesper Fast,CAR,R,73,820.65,6,12,8,4,18,78.26,72,8.33,11.04,123,98,95,65,2,15,16,8,8,0,0,13,15,23,70,100,15,7,8,46.67
2023-2024,Tomas Hertl,"S.J, VGK",C,54,791.1333333,5,13,11,2,18,75,83,6.02,9.43,170,123,88,44,3,21,10,5,5,0,0,8,11,28,46,26,37,398,302,56.86
2023-2024,Colton Parayko,STL,D,82,1613.733333,8,10,5,5,18,29.51,141,5.67,5.91,288,192,72,11,7,16,23,10,9,1,0,6,41,59,100,111,177,0,0,-
2023-2024,Damon Severson,CBJ,D,67,1185.683333,7,11,5,6,18,33.33,70,10,3.98,172,108,62,12,5,13,49,23,22,1,0,8,32,30,36,47,71,0,0,-
2023-2024,Michael McCarron,NSH,R,70,780.4166667,10,8,5,3,18,56.25,88,11.36,11.59,162,137,109,62,8,14,88,24,14,8,2,20,15,18,129,87,48,337,279,54.71
2023-2024,Artturi Lehkonen,COL,L,45,587.9833333,6,12,7,5,18,46.15,67,8.96,7.55,115,88,79,48,4,9,14,7,7,0,0,4,14,13,35,61,17,3,10,23.08
2023-2024,Nikita Zadorov,"CGY, VAN",D,75,1147.416667,6,12,9,3,18,40.91,84,7.14,3.05,240,144,56,6,8,12,113,38,29,7,2,11,32,15,151,82,59,0,0,-
2023-2024,Christian Fischer,DET,R,79,820.2,4,14,8,6,18,58.06,83,4.82,8.68,134,112,81,42,5,22,36,15,13,2,0,16,20,10,116,46,30,80,120,40
2023-2024,John Marino,N.J,D,75,1271.15,3,15,5,10,18,33.96,50,6,2.59,138,74,38,12,1,15,39,14,12,1,1,10,29,33,31,96,64,0,0,-
2023-2024,Michael McLeod,N.J,C,45,595.9833333,9,9,4,5,18,51.43,64,14.06,8.12,114,91,64,38,3,10,10,5,5,0,0,10,18,19,84,53,21,323,171,65.38
2023-2024,Alex Iafallo,WPG,L,82,978.3333333,9,9,5,4,18,48.65,92,9.78,10,190,144,106,58,8,14,4,2,2,0,0,9,15,20,36,64,56,7,17,29.17
2023-2024,Alexey Toropchenko,STL,R,82,920.0333333,11,7,5,2,18,75,103,10.68,12.48,164,132,111,69,9,18,30,15,15,0,0,18,13,21,147,90,50,0,2,0
2023-2024,Valtteri Puustinen,PIT,R,52,533.0833333,5,13,9,4,18,72,70,7.14,5.86,124,93,60,25,5,16,6,3,3,0,0,2,13,18,37,27,33,1,3,25
2023-2024,Cole Smith,NSH,L,80,898.5,7,11,6,5,18,56.25,95,7.37,12.28,170,130,119,74,5,16,63,20,14,5,1,17,20,22,198,125,18,4,9,30.77
2023-2024,Braden Schneider,NYR,D,82,1181.966667,4,14,5,9,18,33.33,91,4.4,3.8,205,125,56,10,4,20,16,8,8,0,0,5,38,23,139,176,120,0,0,-
2023-2024,Will Cuylle,NYR,L,81,875.9333333,11,7,3,4,18,62.07,114,9.65,11.58,197,148,116,58,9,21,56,18,13,4,1,18,18,13,220,88,26,2,7,22.22
2023-2024,Brent Burns,CAR,D,82,1276.683333,5,12,5,7,17,26.56,134,3.73,4.76,417,225,96,10,7,43,18,9,9,0,0,5,43,30,28,29,72,0,0,-
2023-2024,Blake Wheeler,NYR,R,54,620.5333333,6,11,4,7,17,65.38,70,8.57,6.1,124,98,61,26,3,5,23,10,9,1,0,4,21,15,23,32,30,20,13,60.61
2023-2024,Nick Foligno,CHI,L,74,969.95,7,10,4,6,17,50,107,6.54,11.41,161,132,105,57,8,19,44,19,17,2,0,11,18,35,157,33,32,130,116,52.85
2023-2024,Evgenii Dadonov,DAL,R,51,614.9166667,10,7,1,6,17,68,64,15.63,7.91,136,110,75,37,5,14,8,4,4,0,0,4,13,18,23,29,16,0,4,0
2023-2024,Oliver Ekman-Larsson,FLA,D,80,1130.883333,7,10,3,7,17,34.69,91,7.69,4.2,211,134,50,10,2,19,72,28,26,0,2,15,26,11,81,70,57,0,0,-
2023-2024,Marcus Foligno,MIN,L,55,635.3333333,7,10,6,4,17,77.27,43,16.28,5.66,92,68,63,34,2,6,55,17,10,7,0,17,16,22,151,37,28,6,7,46.15
2023-2024,Ben Chiarot,DET,D,77,1308.783333,4,13,8,5,17,27.87,86,4.65,3.22,203,127,47,8,0,11,44,22,22,0,0,8,28,14,117,126,137,0,0,-
2023-2024,Radko Gudas,ANA,D,66,1055.066667,6,11,4,7,17,36.96,77,7.79,2.81,208,133,31,3,8,15,120,42,35,4,3,23,30,11,205,79,102,0,0,-
2023-2024,Jaden Schwartz,SEA,C,62,825.2666667,4,13,6,7,17,58.62,81,4.94,9.98,161,121,94,49,6,16,18,9,9,0,0,12,16,38,36,51,24,25,32,43.86
2023-2024,Mike Reilly,"FLA, NYI",D,61,913.1833333,5,12,7,5,17,45.95,102,4.9,4.06,213,151,52,8,3,16,28,14,14,0,0,5,27,7,43,63,57,0,0,-
2023-2024,Adam Larsson,SEA,D,81,1530.066667,4,13,4,9,17,29.82,118,3.39,5.48,283,170,84,12,8,28,51,19,17,1,1,9,16,18,140,74,102,0,0,-
2023-2024,Olli Maatta,DET,D,72,1077.133333,4,13,4,9,17,36.96,46,8.7,2.41,120,70,29,7,1,5,14,7,7,0,0,6,36,15,47,133,89,0,0,-
2023-2024,Connor Clifton,BUF,D,79,1119.616667,3,14,8,6,17,35.42,73,4.11,3.71,154,106,35,10,4,15,54,20,16,4,0,13,22,24,155,154,93,0,0,-
2023-2024,Jonny Brodzinski,NYR,C,57,576.2833333,5,12,4,8,17,73.91,82,6.1,6.89,156,115,77,29,11,18,8,4,4,0,0,8,14,18,31,51,23,141,146,49.13
2023-2024,Kasperi Kapanen,STL,R,73,892.4,3,14,9,5,17,54.84,86,3.49,7.39,160,126,67,31,9,8,12,6,6,0,0,10,16,36,54,58,22,11,19,36.67
2023-2024,Alexandre Carrier,NSH,D,73,1141.35,3,14,6,8,17,36.96,68,4.41,3.54,158,108,58,5,4,2,42,21,21,0,0,10,20,14,48,164,107,0,0,-
2023-2024,Joey Anderson,CHI,R,55,669.15,5,12,10,2,17,62.96,56,8.93,5.44,102,77,60,28,5,12,6,3,3,0,0,3,19,23,42,37,15,0,1,0
2023-2024,Beck Malenstyn,WSH,L,81,919.1166667,6,11,8,3,17,53.13,89,6.74,9.71,160,125,94,53,5,15,25,11,10,1,0,19,17,21,213,148,73,13,15,46.43
2023-2024,Cam York,PHI,D,82,1407.05,6,11,3,8,17,32.08,90,6.67,4.69,210,138,67,18,8,14,40,19,19,0,0,10,28,10,59,140,124,0,0,-
2023-2024,Bobby Brink,PHI,R,57,642.5166667,7,10,9,1,17,62.96,60,11.67,7.03,109,81,59,31,3,14,8,4,4,0,0,14,10,9,27,57,23,4,3,57.14
2023-2024,Jordan Spence,L.A,D,71,877.1166667,1,16,8,8,17,39.53,62,1.61,2.83,146,85,52,12,1,16,12,5,5,0,0,3,16,3,56,89,53,0,0,-
2023-2024,Dylan Guenther,ARI,R,45,528.7166667,7,10,6,4,17,65.38,75,9.33,6.41,138,106,77,26,8,12,12,6,6,0,0,4,14,14,28,47,23,6,17,26.09
2023-2024,Ryan Suter,DAL,D,82,1403.833333,2,14,6,8,16,26.23,99,2.02,3.72,245,159,67,6,2,15,24,12,12,0,0,0,28,14,66,82,86,0,0,-
2023-2024,Corey Perry,"CHI, EDM",R,54,600.2666667,9,7,4,3,16,53.33,61,14.75,7.57,114,92,70,37,4,13,46,17,13,4,0,14,17,15,38,64,17,0,1,0
2023-2024,Kyle Okposo,"BUF, FLA",R,67,744.4833333,8,8,6,2,16,69.57,90,8.89,9.07,159,124,92,48,6,17,34,13,12,0,1,8,11,15,59,52,31,109,107,50.46
2023-2024,Brian Dumoulin,SEA,D,80,1212.283333,6,10,4,6,16,41.03,63,9.52,2.97,176,107,49,5,2,13,20,10,10,0,0,7,23,15,62,92,65,0,0,-
2023-2024,Calle Jarnkrok,TOR,C,52,615.8333333,7,9,6,3,16,48.48,72,9.72,7.78,126,98,77,36,4,14,16,8,8,0,0,10,8,12,44,71,10,40,36,52.63
2023-2024,Sean Kuraly,CBJ,C,62,708.5666667,9,7,5,2,16,64,92,9.78,8.68,162,124,77,34,5,19,34,17,17,0,0,11,15,8,132,50,28,219,224,49.44
2023-2024,Hampus Lindholm,BOS,D,73,1304.2,1,15,5,10,16,29.63,71,1.41,2.94,172,100,57,12,1,20,35,16,15,1,0,13,40,26,35,141,75,0,0,-
2023-2024,Jacob Trouba,NYR,D,69,1189.95,2,14,6,8,16,36.36,116,1.72,4.56,251,148,76,13,10,30,56,21,18,2,1,9,27,8,151,61,142,0,0,-
2023-2024,Josh Anderson,MTL,R,78,1018.9,7,9,6,3,16,44.44,112,6.25,13.89,226,179,137,73,7,18,54,21,17,4,0,28,20,18,146,58,40,11,13,45.83
2023-2024,Nicolas Aube-Kubel,WSH,R,60,714.3833333,6,10,7,3,16,61.54,58,10.34,5.48,137,98,76,25,5,9,23,10,9,1,0,14,19,32,146,111,26,5,12,29.41
2023-2024,Keegan Kolesar,VGK,R,79,820.95,7,9,6,3,16,66.67,72,9.72,7.16,139,103,82,37,6,7,47,16,11,5,0,10,20,21,251,99,37,5,7,41.67
2023-2024,Thomas Chabot,OTT,D,51,950.5333333,5,11,5,6,16,34.04,85,5.88,3.17,188,115,48,8,3,7,18,9,9,0,0,10,26,18,38,82,73,0,0,-
2023-2024,Ryan Lindgren,NYR,D,76,1222.566667,3,13,4,9,16,29.09,71,4.23,3.21,159,102,48,12,0,7,28,14,14,0,0,16,17,8,79,121,75,0,0,-
2023-2024,Brett Howden,VGK,C,72,837.8666667,6,10,8,2,16,50,71,8.45,8.34,125,99,85,41,5,14,25,11,10,1,0,10,20,25,73,72,46,153,173,46.93
2023-2024,Mikey Anderson,L.A,D,74,1317.066667,2,14,7,7,16,32,86,2.33,4.46,200,126,60,12,3,17,18,9,9,0,0,11,25,12,114,125,91,0,0,-
2023-2024,Henri Jokiharju,BUF,D,74,1273.85,2,14,8,6,16,27.12,76,2.63,3,180,110,46,6,1,9,24,12,12,0,0,5,29,16,77,100,101,0,0,-
2023-2024,Dylan Samberg,WPG,D,78,1046.95,1,15,10,5,16,44.44,74,1.35,2.05,178,106,34,2,1,13,39,14,12,1,1,6,29,21,53,113,83,0,0,-
2023-2024,Erik Brannstrom,OTT,D,76,1067.65,2,14,6,8,16,42.11,65,3.08,3.49,157,92,48,10,7,12,30,11,10,0,1,3,47,21,39,88,92,0,0,-
2023-2024,Pontus Holmberg,TOR,R,54,557.2666667,7,9,6,3,16,53.33,52,13.46,6.59,91,75,61,34,3,5,18,9,9,0,0,11,10,12,46,102,37,80,95,45.71
2023-2024,Peyton Krebs,BUF,C,80,903.8166667,4,12,5,7,16,51.61,69,5.8,6.82,135,105,79,28,5,11,67,23,20,1,2,12,13,9,100,119,23,249,283,46.8
2023-2024,Simon Holmstrom,NYI,R,75,855.4166667,10,6,6,0,16,53.33,55,18.18,6.54,126,95,72,33,6,5,10,5,5,0,0,6,17,42,18,53,36,4,9,30.77
2023-2024,Jake Sanderson,OTT,D,79,1274.45,4,12,4,8,16,28.07,97,4.12,4.31,245,156,53,10,7,19,21,9,8,1,0,5,56,26,35,144,92,0,0,-
2023-2024,Luke Hughes,N.J,D,82,1369.4,3,13,5,8,16,31.37,87,3.45,3.99,253,132,77,9,6,18,22,11,11,0,0,22,49,37,18,105,50,0,0,-
2023-2024,Jack Johnson,COL,D,80,1100.416667,3,12,7,5,15,28.85,74,4.05,2.86,194,107,53,6,2,24,38,10,8,0,2,8,18,11,67,73,79,0,0,-
2023-2024,Pat Maroon,"BOS, MIN",L,51,600.7833333,4,11,7,4,15,68.18,49,8.16,4.84,95,66,45,23,4,6,55,16,10,5,1,13,17,15,62,42,16,11,18,37.93
2023-2024,Justin Schultz,SEA,D,70,948.8166667,6,9,3,6,15,60,79,7.59,3.59,198,124,57,5,3,17,20,10,10,0,0,0,9,14,20,61,60,0,0,-
2023-2024,Mike Hoffman,S.J,C,66,776.1,6,9,3,6,15,71.43,55,10.91,5.29,106,83,53,19,3,6,18,9,9,0,0,5,11,28,19,28,22,10,19,34.48
2023-2024,Dmitry Kulikov,FLA,D,76,1054.633333,1,14,9,5,15,37.5,70,1.43,3.91,180,111,53,7,5,12,49,19,17,1,1,14,44,18,103,121,61,0,0,-
2023-2024,Tom Wilson,WSH,R,74,980.1,6,9,4,5,15,60,115,5.22,11.92,227,164,122,63,9,23,106,38,32,4,2,32,39,36,177,87,56,7,17,29.17
2023-2024,Radek Faksa,DAL,C,74,751.6166667,5,10,8,2,15,51.72,63,7.94,8.62,138,109,79,47,6,16,14,7,7,0,0,8,15,20,87,131,29,222,172,56.35
2023-2024,Brett Kulak,EDM,D,82,1162.2,3,12,4,8,15,33.33,90,3.33,3.45,208,124,65,12,7,19,30,14,14,0,0,5,34,14,73,87,75,0,0,-
2023-2024,Seth Jones,CHI,D,67,1257.733333,1,14,8,6,15,34.88,114,0.88,4.21,239,156,62,7,10,25,30,15,15,0,0,6,44,31,62,75,96,0,0,-
2023-2024,Conor Sheary,T.B,L,57,588.7,4,11,7,4,15,71.43,48,8.33,4.93,88,63,48,25,2,4,12,6,6,0,0,4,5,18,18,60,31,4,7,36.36
2023-2024,Josh Norris,OTT,C,50,641.0833333,10,5,1,4,15,57.69,71,14.08,6.49,126,93,69,37,5,9,20,10,10,0,0,16,20,22,74,55,29,270,249,52.02
2023-2024,David Kampf,TOR,C,78,831.1333333,7,8,3,5,15,57.69,73,9.59,5.94,127,94,64,31,9,13,14,7,7,0,0,10,13,21,70,105,18,322,275,53.94
2023-2024,Noah Cates,PHI,L,59,655.9333333,5,10,4,6,15,62.5,70,7.14,7.61,140,100,76,36,4,22,0,0,0,0,0,6,4,27,45,65,27,120,144,45.45
2023-2024,Morgan Barron,WPG,C,80,712.7833333,9,6,3,3,15,60,80,11.25,8,135,107,74,36,7,9,23,10,9,1,0,9,7,18,115,73,33,54,63,46.15
2023-2024,Rasmus Sandin,WSH,D,68,1268.083333,2,13,8,5,15,32.61,67,2.99,3.81,165,95,53,10,5,15,20,10,10,0,0,4,28,21,64,119,96,0,0,-
2023-2024,Nils Lundkvist,DAL,D,59,760.6666667,2,13,9,4,15,38.46,64,3.13,1.9,158,90,37,1,1,13,14,7,7,0,0,0,20,4,38,91,36,0,0,-
2023-2024,Connor Dewar,"MIN, TOR",C,74,684.2333333,9,6,4,2,15,71.43,70,12.86,6.65,141,103,73,30,7,11,28,11,9,2,0,6,6,15,95,67,32,152,176,46.34
2023-2024,Kaapo Kakko,NYR,R,61,724.05,10,5,3,2,15,62.5,85,11.76,6.99,152,116,66,29,3,11,24,10,10,0,0,8,16,16,23,56,17,13,9,59.09
2023-2024,Shane Pinto,OTT,C,41,587.0166667,2,13,6,7,15,62.5,73,2.74,9.62,132,109,88,49,8,14,12,6,6,0,0,5,15,22,38,43,31,228,218,51.12
2023-2024,Pavel Mintyukov,ANA,D,63,931.6,3,12,4,8,15,51.72,63,4.76,3.12,115,77,32,10,2,13,18,8,8,0,0,12,14,13,64,42,53,0,0,-
2023-2024,Simon Nemec,N.J,D,60,1016.716667,2,13,11,2,15,30.61,50,4,3.47,151,82,48,13,1,20,27,12,11,1,0,10,24,17,17,60,87,0,0,-
2023-2024,Leo Carlsson,ANA,C,55,786.35,7,8,4,4,15,55.56,84,8.33,7.83,136,109,86,34,8,10,14,7,7,0,0,16,29,36,18,35,22,166,316,34.44
2023-2024,Andrew Cogliano,COL,C,75,615.1166667,5,9,6,3,14,63.64,56,8.93,4.49,96,73,50,20,3,10,16,8,8,0,0,12,12,11,30,46,27,18,31,36.73
2023-2024,Cam Fowler,ANA,D,81,1402.766667,2,12,4,8,14,37.84,66,3.03,2.62,170,99,44,4,1,10,20,10,10,0,0,4,27,24,32,55,77,0,0,-
2023-2024,Ryan Johansen,COL,C,63,686.5,8,6,5,1,14,63.64,56,14.29,5.27,97,76,48,27,3,7,18,5,4,0,1,6,14,20,47,32,11,303,282,51.79
2023-2024,Nick Cousins,FLA,C,69,812.25,6,8,2,6,14,60.87,108,5.56,9.78,175,136,98,49,5,14,64,21,17,2,2,27,23,30,113,132,33,16,13,55.17
2023-2024,Zemgus Girgensons,BUF,L,63,669.5,8,6,3,3,14,66.67,69,11.59,7.21,129,100,73,42,5,13,19,8,7,1,0,9,5,8,131,92,28,66,78,45.83
2023-2024,Liam O'Brien,ARI,C,75,705.0833333,5,9,7,2,14,51.85,71,7.04,6.93,129,99,71,31,8,7,153,36,19,11,6,19,13,9,216,68,31,6,20,23.08
2023-2024,Hudson Fasching,NYI,R,45,527.8333333,4,10,6,4,14,77.78,41,9.76,4.87,71,53,47,28,2,10,6,2,2,0,0,3,9,17,24,29,30,1,1,50
2023-2024,Brandon Montour,FLA,D,66,1158.766667,6,8,2,6,14,31.11,118,5.08,6.1,294,175,83,20,2,21,34,9,7,0,2,7,27,14,79,75,61,0,0,-
2023-2024,Yakov Trenin,"COL, NSH",C,76,935.1,11,3,1,2,14,42.42,108,10.19,13.62,223,169,112,65,3,18,38,12,9,2,1,10,32,35,170,80,27,65,77,45.77
2023-2024,Niko Mikkola,FLA,D,82,1384.2,2,12,4,8,14,28,87,2.3,3.53,200,119,54,12,3,16,57,23,21,1,1,13,33,9,152,157,85,0,0,-
2023-2024,Max Jones,ANA,L,52,574.5,5,9,8,1,14,73.68,66,7.58,7.68,117,96,69,43,3,14,31,14,13,1,0,22,8,17,104,45,14,4,9,30.77
2023-2024,Samuel Girard,COL,D,59,950.6833333,1,13,8,5,14,29.79,67,1.49,2.79,179,97,54,6,2,14,8,4,4,0,0,7,29,21,62,61,80,0,0,-
2023-2024,Timothy Liljegren,TOR,D,55,887.6666667,3,11,2,9,14,35.9,52,5.77,1.89,131,78,41,4,2,13,16,8,8,0,0,5,36,8,73,143,103,0,0,-
2023-2024,Jan Rutta,S.J,D,69,1117.716667,3,11,4,7,14,42.42,61,4.92,2.01,188,94,44,6,2,18,36,14,13,0,1,6,14,12,50,49,80,0,0,-
