Year,Player,Team,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2023-2024,Nikita Zadorov,"CGY, VAN",D,75,1147.416667,1071,1034,50.88,760,746,50.46,508,524,49.22,44,43,50.57,42.87,44.13,49.28,472,466,50.32,209,179,53.87,18,20,47.37,263,287,47.82,14,16,46.67,612,613,49.96,12,7,63.16,8.66,91.79,1.005,102,240,155,1027,39.69,289,365,334,46.39
2023-2024,Mika Zibanejad,NYR,C,81,1060.366667,1075,1040,50.83,779,750,50.95,541,516,51.18,46,39,54.12,45.44,45.52,49.96,480,483,49.84,208,196,51.49,18,23,43.9,272,287,48.66,20,15,57.14,686,625,52.33,8,1,88.89,8.5,92.44,1.009,234,292,177,749,56.93,395,382,327,54.71
2023-2024,Drake Batherson,OTT,R,82,1173.866667,1222,1185,50.77,864,847,50.5,584,588,49.83,51,56,47.66,50.23,52.18,49.05,552,573,49.07,212,233,47.64,28,29,49.12,340,340,50,20,18,52.63,734,652,52.96,3,9,25,8.73,90.48,0.992,193,270,114,978,62.87,392,378,295,57.06
2023-2024,Alex Tuch,BUF,R,75,1054.966667,1095,1062,50.76,800,767,51.05,571,506,53.02,54,45,54.55,47.32,50.99,48.13,495,515,49.01,187,227,45.17,24,29,45.28,308,288,51.68,18,10,64.29,678,608,52.72,11,6,64.71,9.46,91.11,1.006,241,275,149,639,61.79,395,362,328,54.63
2023-2024,Pontus Holmberg,TOR,R,54,557.2666667,541,525,50.75,387,354,52.23,262,220,54.36,30,21,58.82,22.92,20.15,53.21,234,219,51.66,103,86,54.5,20,14,58.82,131,133,49.62,7,4,63.64,320,293,52.2,3,3,50,11.45,90.45,1.019,83,122,57,478,59.29,158,167,140,53.02
2023-2024,Mason Marchment,DAL,L,81,1079.9,1096,1064,50.74,805,776,50.92,538,524,50.66,54,34,61.36,47.66,41.76,53.3,542,485,52.78,201,185,52.07,29,24,54.72,341,300,53.2,19,8,70.37,667,626,51.59,6,2,75,10.04,93.51,1.035,194,233,130,785,59.88,370,325,335,52.48
2023-2024,Anders Lee,NYI,L,81,1086.733333,1223,1188,50.73,893,810,52.44,631,552,53.34,51,40,56.04,57.77,46.12,55.61,585,537,52.14,267,205,56.57,22,16,57.89,318,332,48.92,19,16,54.29,738,692,51.61,10,8,55.56,8.08,92.75,1.008,205,210,150,882,57.75,384,291,314,55.01
2023-2024,Nicholas Paul,T.B,L,82,1056.083333,1032,1003,50.71,710,714,49.86,486,523,48.17,46,58,44.23,41.46,41.9,49.74,467,440,51.49,186,178,51.1,24,28,46.15,281,262,51.75,14,18,43.75,601,623,49.1,8,12,40,9.47,88.91,0.984,158,226,185,760,46.06,274,332,321,46.05
2023-2024,David Pastrnak,BOS,R,82,1204.333333,1221,1187,50.71,915,879,51,636,614,50.88,72,47,60.5,58.49,54.92,51.57,611,572,51.65,240,239,50.1,41,29,58.57,371,333,52.7,19,14,57.58,720,655,52.36,12,4,75,11.32,92.35,1.037,287,213,137,889,67.69,462,286,326,58.63
2023-2024,Eeli Tolvanen,SEA,R,81,1034.45,1075,1046,50.68,730,756,49.13,488,497,49.54,35,45,43.75,42.53,40.73,51.08,492,476,50.83,185,166,52.71,22,22,50,307,310,49.76,5,15,25,610,621,49.55,8,8,50,7.17,90.95,0.981,157,248,140,789,52.86,303,333,291,51.01
2023-2024,Max Domi,TOR,C,80,968.0166667,1020,993,50.67,735,725,50.34,542,461,54.04,65,49,57.02,46.26,45.12,50.63,493,481,50.62,206,193,51.63,38,29,56.72,287,288,49.91,18,11,62.07,604,532,53.17,9,9,50,11.99,89.37,1.014,164,183,69,847,70.39,321,278,206,60.91
2023-2024,Leo Carlsson,ANA,C,55,786.35,755,736,50.64,559,537,51,387,362,51.67,27,33,45,33.29,33.12,50.13,348,329,51.4,125,135,48.08,16,19,45.71,223,194,53.48,8,12,40,417,473,46.85,3,2,60,6.98,90.88,0.979,108,170,90,547,54.55,210,227,215,49.41
2023-2024,Damon Severson,CBJ,D,67,1185.683333,1238,1207,50.63,871,885,49.6,594,649,47.79,54,69,43.9,55.64,56.36,49.68,546,569,48.97,219,239,47.82,30,34,46.88,327,330,49.77,17,24,41.46,735,724,50.38,7,11,38.89,9.09,89.37,0.985,134,251,157,756,46.05,368,400,352,51.11
2023-2024,Travis Sanheim,PHI,D,81,1481.75,1461,1425,50.62,1064,950,52.83,731,656,52.7,57,78,42.22,62.13,56.83,52.23,668,624,51.7,284,245,53.69,30,37,44.78,384,379,50.33,18,27,40,879,866,50.37,9,14,39.13,7.8,88.11,0.959,200,393,203,1109,49.63,499,591,438,53.26
2023-2024,Garnet Hathaway,PHI,R,82,872.9333333,869,848,50.61,625,525,54.35,438,337,56.52,27,36,42.86,37.08,29.13,56,378,349,51.99,169,128,56.9,13,19,40.63,209,221,48.6,10,14,41.67,493,515,48.91,4,3,57.14,6.16,89.32,0.955,105,238,141,749,42.68,210,311,263,44.4
2023-2024,Morgan Barron,WPG,C,80,712.7833333,659,644,50.58,466,448,50.98,322,311,50.87,25,19,56.82,24.96,26.61,48.4,273,274,49.91,112,122,47.86,11,9,55,161,152,51.44,8,7,53.33,377,367,50.67,6,3,66.67,7.76,93.89,1.017,86,169,80,620,51.81,157,233,166,48.61
2023-2024,Timo Meier,N.J,R,69,990.4833333,1022,1001,50.52,712,719,49.76,464,509,47.69,43,58,42.57,46.62,47.74,49.41,475,490,49.22,199,196,50.38,25,30,45.45,276,294,48.42,12,19,38.71,607,548,52.55,6,9,40,9.27,88.61,0.979,181,242,154,735,54.03,305,323,287,51.52
2023-2024,Marcus Johansson,MIN,L,78,1015.433333,985,965,50.51,705,680,50.9,488,466,51.15,34,41,45.33,38.69,36.41,51.52,455,415,52.3,174,151,53.54,13,20,39.39,281,264,51.56,15,11,57.69,569,606,48.43,6,10,37.5,6.97,91.2,0.982,147,228,138,636,51.58,290,321,295,49.57
2023-2024,William Nylander,TOR,R,82,1166.7,1249,1224,50.51,881,870,50.31,630,590,51.64,57,58,49.57,56.8,53.61,51.45,620,560,52.54,269,242,52.64,26,36,41.94,351,318,52.47,23,13,63.89,766,676,53.12,8,9,47.06,9.05,90.17,0.992,213,266,134,838,61.38,420,396,318,56.91
2023-2024,Morgan Rielly,TOR,D,72,1369.4,1429,1403,50.46,1009,1011,49.95,716,676,51.44,77,66,53.85,62.97,65.4,49.05,670,669,50.04,297,282,51.3,47,32,59.49,373,387,49.08,23,19,54.76,894,773,53.63,7,15,31.82,10.75,90.24,1.01,249,294,186,1062,57.24,509,430,409,55.45
2023-2024,Jordan Kyrou,STL,C,82,1166.183333,1161,1140,50.46,867,839,50.82,609,566,51.83,56,48,53.85,50.36,51.23,49.57,565,545,50.9,203,234,46.45,23,27,46,362,311,53.79,28,13,68.29,697,675,50.8,5,7,41.67,9.2,91.52,1.007,186,256,165,779,52.99,387,350,316,55.05
2023-2024,Cam York,PHI,D,82,1407.05,1375,1351,50.44,996,890,52.81,693,595,53.8,53,70,43.09,58.24,56.15,50.91,612,603,50.37,269,242,52.64,26,39,40,343,361,48.72,17,23,42.5,845,819,50.78,10,8,55.56,7.65,88.24,0.959,200,370,196,1125,50.51,489,576,423,53.62
2023-2024,Alex Laferriere,L.A,R,81,999.95,981,964,50.44,727,690,51.31,487,471,50.84,33,45,42.31,44.26,43.07,50.68,465,435,51.67,179,186,49.04,13,25,34.21,286,249,53.46,16,11,59.26,584,538,52.05,4,9,30.77,6.78,90.45,0.972,173,184,117,793,59.66,295,279,263,52.87
2023-2024,Dylan Cozens,BUF,C,79,992.9166667,1019,1002,50.42,737,726,50.38,531,510,51.01,42,42,50,45.36,46.38,49.45,476,482,49.69,179,202,46.98,13,18,41.94,297,280,51.47,23,15,60.53,588,597,49.62,6,9,40,7.91,91.76,0.997,169,229,162,720,51.06,288,301,314,47.84
2023-2024,Brock Boeser,VAN,R,81,1123.016667,1108,1093,50.34,779,801,49.3,504,531,48.7,61,36,62.89,49.62,49.36,50.13,539,494,52.18,217,219,49.77,33,20,62.26,322,275,53.94,21,10,67.74,681,657,50.9,7,6,53.85,12.1,93.22,1.053,209,272,161,897,56.49,354,361,343,50.79
2023-2024,Rasmus Andersson,CGY,D,78,1389.85,1513,1493,50.33,1086,1049,50.87,733,732,50.03,68,74,47.89,60.8,66.7,47.68,666,719,48.09,269,293,47.86,34,34,50,397,426,48.24,20,27,42.55,961,861,52.74,14,13,51.85,9.28,89.89,0.992,194,262,186,1273,51.05,547,461,428,56.1
2023-2024,Tom Wilson,WSH,R,74,980.1,962,951,50.29,659,675,49.4,457,464,49.62,25,46,35.21,43.87,43.81,50.03,447,442,50.28,194,187,50.92,15,29,34.09,253,255,49.8,5,10,33.33,591,547,51.93,5,7,41.67,5.47,90.09,0.956,198,247,142,668,58.24,363,328,258,58.45
2023-2024,Erik Brannstrom,OTT,D,76,1067.65,1045,1033,50.29,753,696,51.97,527,487,51.97,38,39,49.35,47.11,44.25,51.57,461,487,48.63,205,190,51.9,21,20,51.22,256,297,46.29,9,13,40.91,606,585,50.88,8,6,57.14,7.21,91.99,0.992,128,196,109,977,54.01,314,307,268,53.95
2023-2024,Troy Stecher,"ARI, EDM",D,54,841.55,811,802,50.28,578,582,49.83,387,398,49.3,34,26,56.67,35.93,33.5,51.74,381,363,51.21,163,148,52.41,19,14,57.58,218,215,50.35,10,8,55.56,459,473,49.25,5,4,55.56,8.79,93.47,1.023,95,152,106,720,47.26,206,231,248,45.37
2023-2024,Kaapo Kakko,NYR,R,61,724.05,707,699,50.28,522,493,51.43,362,338,51.71,24,21,53.33,27.76,29.51,48.48,302,320,48.55,123,123,50,12,11,52.17,179,197,47.61,9,4,69.23,425,379,52.86,3,6,33.33,6.63,93.79,1.004,112,202,78,583,58.95,193,259,174,52.59
2023-2024,Miles Wood,COL,L,74,891.2333333,1000,991,50.23,681,706,49.1,484,488,49.79,35,42,45.45,43.16,43.8,49.63,460,450,50.55,204,195,51.13,23,31,42.59,256,255,50.1,7,5,58.33,524,586,47.21,5,6,45.45,7.23,91.39,0.986,102,206,140,775,42.15,180,287,307,36.96
2023-2024,Ryan Poehling,PHI,C,77,935.4833333,967,958,50.23,697,609,53.37,493,375,56.8,32,42,43.24,44.03,35.6,55.29,438,428,50.58,200,158,55.87,16,20,44.44,238,270,46.85,12,14,46.15,558,567,49.6,4,8,33.33,6.49,88.8,0.953,122,212,133,774,47.84,244,310,273,47.2
2023-2024,Nicholas Robertson,TOR,L,56,584.8666667,578,573,50.22,444,394,52.98,317,263,54.66,31,25,55.36,25.08,24.44,50.65,257,249,50.79,107,105,50.47,16,11,59.26,150,144,51.02,11,7,61.11,346,307,52.99,4,7,36.36,9.78,90.49,1.003,97,113,32,540,75.19,172,161,116,59.72
2023-2024,Esa Lindell,DAL,D,82,1324.483333,1349,1338,50.2,979,912,51.77,686,615,52.73,60,55,52.17,60.95,48.43,55.73,675,574,54.04,256,202,55.9,32,29,52.46,419,372,52.97,23,19,54.76,716,836,46.13,5,7,41.67,8.75,91.06,0.998,105,281,211,1096,33.23,307,421,478,39.11
2023-2024,Dylan Guenther,ARI,R,45,528.7166667,534,530,50.19,392,385,50.45,267,262,50.47,26,24,52,21.85,21.62,50.27,265,234,53.11,89,95,48.37,13,11,54.17,176,139,55.87,7,8,46.67,268,341,44.01,6,5,54.55,9.74,90.84,1.006,68,109,69,445,49.64,135,159,157,46.23
2023-2024,Corey Perry,"CHI, EDM",R,54,600.2666667,563,559,50.18,403,419,49.03,278,282,49.64,30,30,50,26.48,23.63,52.84,274,252,52.09,119,106,52.89,13,15,46.43,155,146,51.5,7,10,41.18,306,321,48.8,10,5,66.67,10.79,89.36,1.002,97,125,84,436,53.59,182,184,164,52.6
2023-2024,Mason Appleton,WPG,C,82,1138.733333,1138,1130,50.18,833,816,50.52,563,571,49.65,42,30,58.33,51.48,47.74,51.88,532,501,51.5,232,216,51.79,27,18,60,300,285,51.28,9,9,50,611,719,45.94,6,3,66.67,7.46,94.75,1.022,149,329,181,767,45.15,240,434,385,38.4
2023-2024,Tanner Jeannot,T.B,L,55,607.0833333,566,562,50.18,391,376,50.98,271,282,49.01,18,26,40.91,22.55,23.76,48.69,258,234,52.44,103,88,53.93,11,10,52.38,155,146,51.5,4,13,23.53,314,350,47.29,3,3,50,6.64,90.78,0.974,69,155,82,459,45.7,125,203,180,40.98
2023-2024,Hampus Lindholm,BOS,D,73,1304.2,1223,1215,50.16,885,887,49.94,625,615,50.4,54,41,56.84,56.2,52.6,51.65,577,552,51.11,253,232,52.16,27,24,52.94,324,320,50.31,17,11,60.71,667,748,47.14,10,6,62.5,8.64,93.33,1.02,132,249,257,1011,33.93,338,377,489,40.87
2023-2024,Jack Eichel,VGK,C,63,847.8166667,879,874,50.14,646,578,52.78,483,427,53.08,43,33,56.58,39,34.08,53.37,420,381,52.43,155,154,50.16,24,17,58.54,265,227,53.86,16,7,69.57,527,508,50.92,3,9,25,8.9,92.27,1.012,183,156,87,565,67.78,338,246,216,61.01
2023-2024,Andre Burakovsky,SEA,L,49,578.0333333,611,608,50.12,390,427,47.74,273,292,48.32,14,23,37.84,21.95,24.6,47.16,272,272,50,92,102,47.42,4,11,26.67,180,170,51.43,3,9,25,358,358,50,7,3,70,5.13,92.12,0.973,93,114,70,490,57.06,172,147,157,52.28
2023-2024,Dakota Mermis,MIN,D,47,601.4,567,565,50.09,409,402,50.43,265,277,48.89,21,21,50,22.14,23.49,48.52,256,254,50.2,96,100,48.98,6,9,40,160,154,50.96,10,8,55.56,330,322,50.61,5,4,55.56,7.92,92.42,1.003,45,98,49,562,47.87,145,155,124,53.9
2023-2024,Mats Zuccarello,MIN,R,69,963.6166667,926,924,50.05,655,640,50.58,440,445,49.72,45,39,53.57,37.19,34.48,51.89,422,401,51.28,171,154,52.62,27,16,62.79,251,247,50.4,11,16,40.74,544,559,49.32,7,7,50,10.23,91.24,1.015,167,196,90,608,64.98,331,297,221,59.96
2023-2024,Eric Robinson,"BUF, CBJ",L,47,506.75,528,527,50.05,357,396,47.41,245,255,49,15,19,44.12,20.49,24.64,45.4,233,253,47.94,90,114,44.12,6,11,35.29,143,139,50.71,5,4,55.56,288,316,47.68,4,4,50,6.12,92.55,0.987,68,106,74,402,47.89,118,133,143,45.21
2023-2024,Jeremy Lauzon,NSH,D,79,1230.45,1169,1167,50.04,857,842,50.44,607,606,50.04,44,56,44,51.08,51.21,49.94,536,551,49.31,225,215,51.14,21,33,38.89,311,336,48.07,17,17,50,642,705,47.66,5,6,45.45,7.25,90.76,0.98,91,262,176,1100,34.08,245,420,413,37.23
2023-2024,Jakob Chychrun,OTT,D,82,1521.183333,1587,1586,50.02,1133,1110,50.51,783,782,50.03,61,85,41.78,63.44,69.98,47.55,701,742,48.58,262,297,46.87,33,45,42.31,439,445,49.66,22,28,44,937,901,50.98,6,12,33.33,7.79,89.13,0.969,153,228,154,1228,49.84,479,408,419,53.34
2023-2024,Nick Perbix,T.B,D,77,1230.15,1136,1138,49.96,809,778,50.98,559,571,49.47,56,56,50,46.68,50.74,47.91,524,521,50.14,205,206,49.88,27,29,48.21,319,315,50.32,18,21,46.15,674,640,51.29,11,6,64.71,10.02,90.19,1.002,120,270,156,1072,43.48,328,413,335,49.47
2023-2024,Ryan Lomberg,FLA,L,75,681.4666667,605,608,49.88,420,443,48.67,291,287,50.35,17,19,47.22,24.02,26.99,47.09,224,268,45.53,98,128,43.36,5,14,26.32,126,140,47.37,6,3,66.67,370,337,52.33,6,2,75,5.84,93.38,0.992,98,189,91,591,51.85,159,246,182,46.63
2023-2024,Ridly Greig,OTT,C,72,881.3666667,847,852,49.85,618,593,51.03,424,411,50.78,43,35,55.13,37.24,37.79,49.64,385,395,49.36,152,150,50.33,27,20,57.45,233,245,48.74,9,10,47.37,484,519,48.26,7,5,58.33,10.14,91.48,1.016,139,165,101,795,57.92,260,247,253,50.68
2023-2024,Simon Nemec,N.J,D,60,1016.716667,1049,1056,49.83,739,747,49.73,508,508,50,49,47,51.04,50.68,45.77,52.55,488,488,50,200,192,51.02,23,26,46.94,288,296,49.32,19,12,61.29,609,594,50.62,7,9,43.75,9.65,90.75,1.004,111,178,116,824,48.9,288,270,267,51.89
2023-2024,Zemgus Girgensons,BUF,L,63,669.5,614,620,49.76,425,441,49.08,281,295,48.78,21,21,50,25.36,28.24,47.31,268,292,47.86,122,132,48.03,8,13,38.1,146,160,47.71,6,5,54.55,350,357,49.5,7,3,70,7.47,92.88,1.004,112,175,111,514,50.22,183,209,198,48.03
2023-2024,TJ Brodie,TOR,D,78,1422.85,1407,1421,49.75,1023,1013,50.25,718,676,51.51,70,64,52.24,63.95,65.65,49.34,662,682,49.26,283,293,49.13,41,34,54.67,379,389,49.35,22,16,57.89,844,783,51.87,7,14,33.33,9.75,90.53,1.003,209,334,209,1166,50,435,474,432,50.17
2023-2024,Brayden McNabb,VGK,D,82,1356.466667,1367,1383,49.71,969,937,50.84,684,635,51.86,60,50,54.55,60.29,57.44,51.21,645,633,50.47,243,253,48.99,30,23,56.6,402,380,51.41,25,17,59.52,806,787,50.6,5,10,33.33,8.77,92.13,1.009,213,281,205,964,50.96,436,428,406,51.78
2023-2024,Tyler Seguin,DAL,C,68,876.2333333,923,934,49.7,660,685,49.07,443,468,48.63,49,34,59.04,42.12,39.56,51.57,474,434,52.2,181,173,51.13,29,23,55.77,293,261,52.89,13,7,65,531,544,49.4,7,4,63.64,11.06,92.74,1.038,155,184,113,652,57.84,308,266,289,51.59
2023-2024,Mikhail Sergachev,T.B,D,34,586.2166667,558,566,49.64,389,410,48.69,275,298,47.99,17,33,34,25.28,25.3,49.98,270,257,51.23,111,107,50.92,9,16,36,159,150,51.46,5,9,35.71,327,331,49.7,3,8,27.27,6.18,88.93,0.951,87,125,65,429,57.24,180,200,159,53.1
2023-2024,Tye Kartye,SEA,L,77,875.2166667,823,835,49.64,562,607,48.08,371,417,47.08,28,28,50,32.38,33.82,48.91,367,372,49.66,141,145,49.3,12,16,42.86,226,227,49.89,12,9,57.14,482,516,48.3,4,3,57.14,7.55,93.29,1.008,151,180,98,746,60.64,254,258,237,51.73
2023-2024,Vladimir Tarasenko,"FLA, OTT",R,76,963.7333333,1015,1030,49.63,728,729,49.97,518,526,49.62,55,45,55,46.23,49.68,48.2,448,520,46.28,191,215,47.04,24,28,46.15,257,305,45.73,17,16,51.52,620,561,52.5,14,1,93.33,10.62,91.44,1.021,182,234,118,854,60.67,322,334,283,53.22
2023-2024,J.J. Moser,ARI,D,80,1324.166667,1284,1303,49.63,882,937,48.49,585,670,46.61,56,61,47.86,55.14,59.09,48.27,623,625,49.92,252,259,49.32,33,28,54.1,371,366,50.34,14,21,40,698,786,47.04,9,12,42.86,9.57,90.9,1.005,146,340,234,1056,38.42,365,480,439,45.4
2023-2024,Cam Atkinson,PHI,R,70,829.5333333,850,863,49.62,619,580,51.63,427,385,52.59,29,45,39.19,34.57,35.9,49.06,374,370,50.27,162,144,52.94,20,25,44.44,212,226,48.4,4,12,25,519,511,50.39,5,8,38.46,6.79,88.31,0.951,167,180,103,660,61.85,292,258,230,55.94
2023-2024,Alex Iafallo,WPG,L,82,978.3333333,910,925,49.59,676,649,51.02,452,440,50.67,37,25,59.68,37.54,35.69,51.26,396,390,50.38,169,161,51.21,24,18,57.14,227,229,49.78,8,3,72.73,568,551,50.76,5,4,55.56,8.19,94.32,1.025,176,217,113,708,60.9,321,283,251,56.12
2023-2024,Matthew Knies,TOR,L,80,1001.166667,975,991,49.59,715,715,50,488,472,50.83,54,42,56.25,43.73,46.27,48.59,475,444,51.69,212,193,52.35,31,23,57.41,263,251,51.17,15,10,60,570,595,48.93,8,9,47.06,11.07,91.1,1.022,150,229,129,770,53.76,313,305,289,51.99
2023-2024,Jon Merrill,MIN,D,65,793.4166667,719,732,49.55,507,507,50,336,368,47.73,27,31,46.55,26.8,28.86,48.15,322,334,49.09,117,139,45.7,8,16,33.33,205,195,51.25,11,10,52.38,419,415,50.24,8,5,61.54,8.04,91.58,0.996,75,98,59,702,55.97,201,172,152,56.94
2023-2024,Justin Bailey,S.J,R,59,615.5333333,620,632,49.52,412,456,47.47,278,316,46.8,20,33,37.74,22.03,26.04,45.83,268,285,48.46,99,120,45.21,9,21,30,169,165,50.6,8,8,50,378,389,49.28,3,4,42.86,7.19,89.56,0.968,75,126,101,576,42.61,183,183,200,47.78
2023-2024,Conor Sheary,T.B,L,57,588.7,525,536,49.48,353,358,49.65,234,252,48.15,21,24,46.67,20.88,23.91,46.62,237,244,49.27,95,103,47.98,11,11,50,142,141,50.18,7,7,50,296,292,50.34,3,6,33.33,8.97,90.48,0.995,77,156,60,495,56.2,128,200,131,49.42
2023-2024,Yegor Sharangovich,CGY,C,82,1038.25,1039,1061,49.48,752,723,50.98,516,501,50.74,41,64,39.05,42.77,45.3,48.56,462,500,48.02,176,192,47.83,18,29,38.3,286,308,48.15,16,25,39.02,662,590,52.88,7,10,41.18,7.95,87.23,0.952,187,206,121,806,60.71,362,314,263,57.92
2023-2024,Nick Suzuki,MTL,C,82,1239.516667,1214,1242,49.43,890,891,49.97,613,601,50.49,58,51,53.21,56.55,55.16,50.62,569,634,47.3,218,234,48.23,30,20,60,351,400,46.74,19,23,45.24,720,652,52.48,8,8,50,9.46,91.51,1.01,228,294,176,751,56.44,394,403,360,52.25
2023-2024,Matt Duchene,DAL,C,80,1075.65,1081,1107,49.41,793,818,49.22,532,564,48.54,54,36,60,47.06,45.44,50.88,539,507,51.53,196,193,50.39,32,23,58.18,343,314,52.21,17,9,65.38,646,653,49.73,5,4,55.56,10.15,93.62,1.038,196,231,132,749,59.76,364,322,343,51.49
2023-2024,Parker Kelly,OTT,L,80,742.3166667,687,704,49.39,470,467,50.16,318,331,49,21,35,37.5,24.08,28.33,45.94,276,311,47.02,112,124,47.46,14,17,45.16,164,187,46.72,1,10,9.09,404,403,50.06,6,8,42.86,6.6,89.43,0.96,92,154,83,788,52.57,189,227,192,49.61
2023-2024,Jack McBain,ARI,C,67,714.4833333,691,708,49.39,481,535,47.34,342,354,49.14,38,31,55.07,32.17,31.82,50.27,341,316,51.9,154,131,54.04,21,11,65.63,187,185,50.27,13,11,54.17,373,439,45.94,4,9,30.77,11.11,91.24,1.024,105,203,107,610,49.53,210,273,213,49.65
2023-2024,Robert Thomas,STL,C,82,1193.533333,1180,1210,49.37,885,905,49.44,625,602,50.94,60,42,58.82,54.1,57.34,48.55,584,577,50.3,220,265,45.36,25,21,54.35,364,312,53.85,32,16,66.67,711,732,49.27,3,4,42.86,9.6,93.02,1.026,203,278,208,728,49.39,410,383,413,49.82
2023-2024,Ryan Carpenter,S.J,C,62,594.05,558,573,49.34,398,414,49.01,260,283,47.88,19,37,33.93,23.76,23.99,49.76,247,279,46.96,103,95,52.02,9,14,39.13,144,184,43.9,7,16,30.43,307,337,47.67,3,7,30,7.31,86.93,0.942,49,117,87,565,36.03,132,166,179,42.44
2023-2024,Dawson Mercer,N.J,C,82,1108.366667,1078,1107,49.34,752,794,48.64,506,554,47.74,39,54,41.94,50.55,51.25,49.65,484,521,48.16,207,223,48.14,24,26,48,277,298,48.17,11,18,37.93,645,602,51.72,4,10,28.57,7.71,90.25,0.98,178,273,154,857,53.61,305,366,296,50.75
2023-2024,Neal Pionk,WPG,D,82,1360.95,1320,1356,49.33,933,974,48.93,631,686,47.91,58,52,52.73,53.96,57.64,48.35,563,621,47.55,233,264,46.88,29,31,48.33,330,357,48.03,17,16,51.52,804,809,49.85,12,5,70.59,9.19,92.42,1.016,188,292,207,1098,47.59,361,414,424,45.99
2023-2024,Nick Bjugstad,ARI,C,76,988.0333333,980,1007,49.32,711,736,49.14,483,494,49.44,52,38,57.78,45.05,46.63,49.14,459,517,47.03,194,204,48.74,20,19,51.28,265,313,45.85,23,15,60.53,567,596,48.75,9,4,69.23,10.77,92.31,1.031,141,270,216,671,39.5,264,353,388,40.49
2023-2024,Steven Stamkos,T.B,C,79,1055.766667,1051,1081,49.3,728,767,48.7,505,553,47.73,49,62,44.14,43.83,47.4,48.04,498,495,50.15,186,205,47.57,25,30,45.45,312,290,51.83,15,22,40.54,647,622,50.99,9,10,47.37,9.7,88.79,0.985,210,234,162,731,56.45,363,321,303,54.5
2023-2024,Bowen Byram,"BUF, COL",D,73,1274.416667,1256,1293,49.27,893,955,48.32,648,646,50.08,60,57,51.28,52.83,62.53,45.8,608,611,49.88,246,297,45.3,29,37,43.94,362,314,53.55,25,12,67.57,722,727,49.83,6,8,42.86,9.26,91.18,1.004,176,233,163,886,51.92,381,370,372,50.6
2023-2024,Jonathan Marchessault,VGK,R,82,1103.483333,1127,1161,49.26,819,788,50.96,601,561,51.72,54,43,55.67,50.19,48.14,51.05,528,539,49.48,195,211,48.03,31,17,64.58,333,328,50.38,17,15,53.13,691,657,51.26,6,11,35.29,8.99,92.34,1.013,237,207,124,763,65.65,430,312,307,58.34
2023-2024,William Lagesson,"ANA, TOR",D,40,528.9166667,496,511,49.26,347,342,50.36,233,221,51.32,17,16,51.52,20.5,20.4,50.12,222,230,49.12,87,93,48.33,10,11,47.62,135,137,49.63,5,3,62.5,270,269,50.09,2,2,50,7.3,92.76,1.001,46,98,54,549,46,108,143,103,51.18
2023-2024,Timothy Liljegren,TOR,D,55,887.6666667,922,950,49.25,698,655,51.59,492,437,52.96,39,35,52.7,43.12,38.11,53.09,458,419,52.22,201,155,56.46,22,13,62.86,257,264,49.33,10,12,45.45,552,548,50.18,7,10,41.18,7.93,91.99,0.999,167,192,103,736,61.85,341,259,235,59.2
2023-2024,Jack Johnson,COL,D,80,1100.416667,1107,1142,49.22,776,826,48.44,528,542,49.35,52,39,57.14,43.95,49.46,47.05,500,503,49.85,216,213,50.35,26,24,52,284,290,49.48,19,4,82.61,582,693,45.65,7,11,38.89,9.85,92.8,1.027,63,179,153,990,29.17,183,309,330,35.67
2023-2024,Lucas Raymond,DET,L,82,1128.45,1111,1146,49.22,792,828,48.89,540,575,48.43,57,66,46.34,45.07,49.22,47.8,487,535,47.65,180,215,45.57,26,32,44.83,307,320,48.96,22,25,46.81,669,705,48.69,9,9,50,10.56,88.52,0.991,174,291,218,824,44.39,316,373,400,44.13
2023-2024,Jonny Brodzinski,NYR,C,57,576.2833333,548,566,49.19,398,390,50.51,287,264,52.09,23,27,46,22.27,23.73,48.41,219,246,47.1,90,106,45.92,16,16,50,129,140,47.96,3,7,30,350,345,50.36,4,4,50,8.01,89.77,0.978,90,122,89,503,50.28,161,176,177,47.63
2023-2024,Kevin Bahl,N.J,D,82,1241.55,1117,1154,49.19,823,832,49.73,551,593,48.16,62,64,49.21,53.3,49.46,51.87,520,522,49.9,215,212,50.35,44,36,55,305,310,49.59,15,17,46.88,648,649,49.96,3,11,21.43,11.25,89.21,1.005,125,302,185,1085,40.32,296,435,378,43.92
2023-2024,Connor Clifton,BUF,D,79,1119.616667,1018,1052,49.18,738,764,49.13,515,512,50.15,48,42,53.33,42.88,50.26,46.04,460,507,47.57,191,216,46.93,19,24,44.19,269,291,48.04,23,9,71.88,565,604,48.33,6,9,40,9.32,91.8,1.011,119,213,145,937,45.08,253,296,277,47.74
