Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2022-2023,Brandon Carlo,BOS,D,75,1130.25,2,11,6,5,13,22.03,81,2.47,3.78,152,111,56,12,4,9,34,14,12,2,0,6,17,20,114,150,79,0,0,-
2022-2023,Yanni Gourde,SEA,C,81,1129.733333,7,30,16,14,37,62.71,118,5.93,11.84,205,167,116,64,7,18,65,23,19,3,1,27,26,52,108,97,39,408,424,49.04
2022-2023,Brock Nelson,NYI,C,82,1128.833333,24,24,14,10,48,67.61,143,16.78,16.15,260,190,185,93,13,35,22,11,11,0,0,18,30,40,46,64,33,422,469,47.36
2022-2023,Chandler Stephenson,VGK,C,81,1128.716667,7,37,22,15,44,74.58,77,9.09,9.31,131,103,86,46,8,14,20,6,5,0,1,16,21,51,62,108,39,468,341,57.85
2022-2023,John Klingberg,"ANA, MIN",D,67,1127.533333,6,13,10,3,19,43.18,64,9.38,3.38,164,100,56,9,8,11,28,14,14,0,0,5,38,16,54,114,69,0,0,-
2022-2023,William Nylander,TOR,R,82,1124.75,22,27,13,14,49,76.56,204,10.78,19.94,357,277,223,96,18,23,22,11,11,0,0,17,29,64,17,84,22,20,21,48.78
2022-2023,Evgeni Malkin,PIT,C,82,1123.8,15,29,20,9,44,83.02,154,9.74,15.54,241,193,155,73,12,24,72,28,26,0,2,22,72,75,45,89,22,394,408,49.13
2022-2023,Max Domi,"CHI, DAL",C,80,1123.283333,7,24,17,7,31,67.39,106,6.6,9.97,195,150,119,48,5,19,76,23,18,2,3,15,41,54,20,31,22,439,379,53.67
2022-2023,Ivan Barbashev,"STL, VGK",C,82,1122.683333,12,24,12,12,36,67.92,95,12.63,11.63,171,133,131,64,6,12,38,15,13,2,0,22,37,43,178,107,34,50,74,40.32
2022-2023,Marc-Edouard Vlasic,S.J,D,78,1121.733333,1,15,3,12,16,35.56,60,1.67,3.63,165,106,48,11,5,14,16,4,3,0,1,5,34,28,38,73,23,0,0,-
2022-2023,Matthew Tkachuk,FLA,L,79,1120.933333,22,36,22,14,58,65.17,194,11.34,20.64,334,251,211,99,8,33,64,25,22,2,1,36,43,33,64,49,22,9,8,52.94
2022-2023,Troy Stecher,"ARI, CGY",D,81,1120.1,3,11,7,4,14,42.42,81,3.7,3.36,173,106,54,11,0,10,36,15,13,2,0,10,33,16,59,101,56,0,0,-
2022-2023,David Savard,MTL,D,62,1119.033333,3,14,5,9,17,45.95,58,5.17,2.46,112,76,37,9,2,6,36,10,8,0,2,6,49,11,49,71,108,0,0,-
2022-2023,Jordan Kyrou,STL,C,79,1118.7,22,20,12,8,42,75,200,11,15.96,337,261,188,56,17,10,16,8,8,0,0,11,48,50,12,78,25,4,9,30.77
2022-2023,Steven Stamkos,T.B,C,81,1113.25,16,25,16,9,41,65.08,132,12.12,15.05,229,179,168,69,6,24,38,19,19,0,0,15,36,21,85,74,9,333,271,55.13
2022-2023,Michael Bunting,TOR,L,82,1112.833333,14,22,16,6,36,55.38,138,10.14,19.76,243,205,176,98,5,30,99,40,37,1,2,41,37,47,83,90,17,1,1,50
2022-2023,Brandon Hagel,T.B,L,81,1112.216667,17,21,10,11,38,64.41,131,12.98,15.97,231,180,174,84,13,12,46,19,18,0,1,22,40,67,54,155,6,20,52,27.78
2022-2023,Joe Pavelski,DAL,C,82,1111.45,12,28,17,11,40,56.34,111,10.81,13.85,211,157,148,84,4,26,4,2,2,0,0,23,46,29,90,55,45,287,255,52.95
2022-2023,Kaapo Kakko,NYR,R,82,1111.15,15,17,11,6,32,61.54,109,13.76,12.93,199,154,130,62,3,17,8,4,4,0,0,13,26,40,25,85,19,1,2,33.33
2022-2023,Jesper Bratt,N.J,L,82,1110.916667,20,23,14,9,43,68.25,159,12.58,16.47,290,235,183,79,10,36,4,2,2,0,0,8,37,35,22,52,4,0,0,-
2022-2023,Travis Hamonic,OTT,D,75,1110.866667,5,11,5,6,16,33.33,127,3.94,4.32,258,168,58,10,9,22,61,25,23,1,1,13,53,16,97,108,97,0,0,-
2022-2023,J.T. Miller,VAN,C,81,1108.75,11,20,14,6,31,77.5,117,9.4,11,209,158,125,52,4,17,48,18,14,4,0,21,29,46,188,61,30,311,253,55.14
2022-2023,Carson Soucy,SEA,D,78,1105.9,3,12,4,8,15,28.85,82,3.66,3.66,188,125,50,7,2,19,66,26,23,2,1,10,29,24,123,100,76,0,0,-
2022-2023,Jordan Eberle,SEA,R,82,1105.75,16,28,21,7,44,66.67,149,10.74,13.82,256,204,162,57,9,16,32,15,15,0,0,9,28,52,37,61,19,26,33,44.07
2022-2023,Brady Tkachuk,OTT,L,82,1105.716667,20,25,15,10,45,75,228,8.77,24.45,376,319,226,124,19,30,101,31,23,5,3,31,38,30,227,81,6,191,211,47.51
2022-2023,Adam Pelech,NYI,D,61,1105.283333,5,11,6,5,16,34.78,88,5.68,4.19,216,141,63,10,2,16,32,16,16,0,0,7,32,25,73,92,70,0,0,-
2022-2023,Sean Durzi,L.A,D,72,1105.066667,8,12,5,7,20,43.48,85,9.41,3.85,195,119,64,12,5,7,40,17,15,2,0,9,45,20,59,111,23,0,0,-
2022-2023,Phillip Danault,L.A,C,82,1104.183333,13,15,9,6,28,71.79,117,11.11,12.22,192,156,129,60,1,9,43,19,18,1,0,22,23,16,76,86,10,496,402,55.23
2022-2023,Blake Coleman,CGY,C,82,1104.083333,12,20,12,8,32,72.73,165,7.27,19.34,294,230,198,103,4,28,50,23,23,0,0,20,29,29,101,76,29,19,21,47.5
2022-2023,Anthony Beauvillier,"NYI, VAN",L,82,1102.3,12,17,10,7,29,59.18,132,9.09,12.69,213,176,159,71,9,18,18,8,8,0,0,10,28,32,75,108,28,2,8,20
2022-2023,Elias Pettersson,VAN,C,80,1100.6,21,35,20,15,56,86.15,145,14.48,16.25,252,202,154,70,4,22,10,5,5,0,0,34,33,41,55,71,67,395,497,44.28
2022-2023,Anders Lee,NYI,L,82,1100.233333,20,11,7,4,31,57.41,168,11.9,23.05,262,233,201,125,6,30,38,16,14,2,0,20,29,23,120,91,43,24,21,53.33
2022-2023,Adrian Kempe,L.A,"C, R",82,1100.05,22,12,8,4,34,68,170,12.94,13.56,299,227,163,54,9,22,41,19,18,1,0,15,27,17,105,53,5,14,33,29.79
2022-2023,Patrick Kane,"CHI, NYR",R,73,1097.433333,16,17,10,7,33,67.35,148,10.81,11.67,243,193,123,42,6,9,10,5,5,0,0,8,46,28,13,29,16,0,0,-
2022-2023,Jordan Harris,MTL,D,65,1096.766667,4,12,5,7,16,34.04,64,6.25,3.04,147,87,51,10,5,11,24,12,12,0,0,6,27,16,44,157,77,0,0,-
2022-2023,Henri Jokiharju,BUF,D,60,1095.083333,3,10,3,7,13,24.07,74,4.05,2.39,144,97,29,2,4,11,30,15,15,0,0,4,29,14,59,92,42,0,0,-
2022-2023,Joel Farabee,PHI,L,82,1094.95,15,20,9,11,35,64.81,114,13.16,10.77,210,154,117,53,3,24,39,15,12,3,0,17,33,23,65,98,32,16,21,43.24
2022-2023,Noah Cates,PHI,L,82,1094.166667,8,17,9,8,25,59.52,82,9.76,11.77,146,112,106,54,2,20,10,5,5,0,0,7,9,43,74,111,39,327,486,40.22
2022-2023,Mika Zibanejad,NYR,C,82,1093.9,16,24,17,7,40,78.43,123,13.01,12.65,206,174,121,60,8,14,14,7,7,0,0,19,48,37,66,63,26,500,503,49.85
2022-2023,Alex Wennberg,SEA,C,82,1093.333333,7,18,11,7,25,58.14,72,9.72,8.46,121,97,85,49,5,12,16,7,7,0,0,8,21,57,39,76,44,452,493,47.83
2022-2023,Ryan Nugent-Hopkins,EDM,C,82,1093.233333,16,23,11,12,39,61.9,117,13.68,14.46,199,163,142,62,6,16,31,13,12,1,0,8,20,47,41,57,16,230,275,45.54
2022-2023,Charlie McAvoy,BOS,D,67,1093.233333,3,23,13,10,26,43.33,80,3.75,4.46,170,109,63,12,5,7,42,19,19,0,0,12,33,18,73,119,88,0,0,-
2022-2023,Andreas Athanasiou,CHI,C,81,1090.766667,14,13,8,5,27,71.05,143,9.79,14.17,265,207,144,67,10,23,28,9,8,0,1,13,39,53,38,58,37,66,78,45.83
2022-2023,Mikael Backlund,CGY,C,82,1090.5,13,23,14,9,36,66.67,186,6.99,17.53,313,248,169,70,9,25,30,14,14,0,0,8,28,50,85,61,21,545,501,52.1
2022-2023,Seth Jarvis,CAR,C,82,1090.083333,13,12,6,6,25,55.56,145,8.97,18.3,245,200,163,99,12,24,6,3,3,0,0,14,26,34,68,154,36,8,13,38.1
2022-2023,Justin Schultz,SEA,D,73,1090.05,5,12,4,8,17,34.69,78,6.41,4.2,170,107,49,12,4,4,38,19,19,0,0,2,22,10,30,93,60,0,0,-
2022-2023,Dawson Mercer,N.J,C,82,1089.366667,20,17,12,5,37,67.27,132,15.15,16.71,225,175,151,80,7,24,10,5,5,0,0,6,33,15,32,79,5,61,83,42.36
2022-2023,Frank Vatrano,ANA,R,81,1088.983333,13,14,9,5,27,71.05,175,7.43,13.55,277,227,141,53,7,31,50,17,15,0,2,19,25,18,84,64,53,7,6,53.85
2022-2023,Erik Cernak,T.B,D,70,1088.916667,1,11,5,6,12,26.09,84,1.19,3.37,159,115,43,5,3,8,43,20,19,1,0,14,28,16,168,113,9,0,0,-
2022-2023,Cale Makar,COL,D,60,1087.883333,9,19,9,10,28,50.91,116,7.76,6.67,275,169,87,21,5,22,24,11,11,0,0,18,38,42,49,36,48,0,0,-
2022-2023,Matty Beniers,SEA,C,80,1086.8,17,23,12,11,40,63.49,109,15.6,13.38,200,165,127,62,10,9,2,1,1,0,0,22,38,46,77,139,37,354,493,41.79
2022-2023,Jordan Martinook,CAR,L,82,1085.35,11,20,14,6,31,60.78,150,7.33,17.55,284,229,174,92,11,35,61,29,28,1,0,19,18,38,78,116,18,27,30,47.37
2022-2023,John Marino,N.J,D,64,1084.166667,1,12,10,2,13,29.55,60,1.67,3.16,132,81,36,9,3,15,18,9,9,0,0,6,33,34,40,112,7,0,0,-
2022-2023,Alexis Lafrenière,NYR,L,81,1083.666667,12,17,8,9,29,58,116,10.34,11.37,204,153,126,58,5,11,29,13,12,1,0,15,33,30,137,122,25,23,46,33.33
2022-2023,Morgan Rielly,TOR,D,65,1083.616667,3,16,11,5,19,41.3,96,3.13,5.2,183,133,63,16,5,8,15,6,5,1,0,6,52,20,64,102,56,0,0,-
2022-2023,Nazem Kadri,CGY,C,82,1082.65,13,24,14,10,37,69.81,184,7.07,16.25,345,266,181,60,14,22,42,17,16,0,1,37,36,32,96,120,24,456,527,46.39
2022-2023,Josh Mahura,FLA,D,82,1082.233333,4,12,8,4,16,32,78,5.13,3.83,191,118,50,7,3,8,38,15,14,0,1,9,24,11,97,141,59,0,0,-
2022-2023,Bryan Rust,PIT,R,81,1082.183333,14,14,7,7,28,54.9,170,8.24,20.01,282,232,187,104,7,38,25,11,10,1,0,15,51,25,88,88,26,4,2,66.67
2022-2023,Jason Zucker,PIT,L,78,1077.033333,24,13,7,6,37,68.52,176,13.64,21.33,296,247,187,112,6,23,43,15,13,1,1,22,32,33,189,107,26,2,10,16.67
2022-2023,Matt Boldy,MIN,L,81,1075.933333,20,8,3,5,28,70,162,12.35,15.82,308,243,169,68,4,21,35,16,15,1,0,14,33,42,61,103,20,53,33,61.63
2022-2023,Barrett Hayton,ARI,C,82,1075.433333,12,14,8,6,26,50.98,132,9.09,15.59,202,179,146,81,6,16,34,16,16,0,0,33,28,22,74,129,19,463,451,50.66
2022-2023,William Karlsson,VGK,C,82,1075,8,25,10,15,33,70.21,116,6.9,12.9,211,171,137,56,11,20,10,5,5,0,0,12,23,31,41,115,28,481,380,55.87
2022-2023,Sam Reinhart,FLA,C,82,1074.65,9,20,12,8,29,74.36,131,6.87,14.74,237,185,151,81,12,19,8,4,4,0,0,12,27,30,43,130,32,123,119,50.83
2022-2023,Troy Terry,ANA,R,70,1073.316667,13,28,16,12,41,75.93,124,10.48,13.89,239,188,160,66,9,28,18,9,9,0,0,28,24,38,9,83,20,1,0,100
2022-2023,Viktor Arvidsson,L.A,"L, R",77,1072.416667,12,15,12,3,27,65.85,171,7.02,13.99,323,238,174,49,11,19,22,11,11,0,0,23,28,19,22,157,6,22,29,43.14
2022-2023,Jeff Skinner,BUF,L,79,1071.883333,25,31,19,12,56,70,170,14.71,19.39,313,233,209,102,12,33,21,9,8,1,0,28,39,40,19,52,12,100,115,46.51
2022-2023,Morgan Frost,PHI,C,81,1071.65,16,20,9,11,36,76.6,120,13.33,11.86,214,162,136,68,4,27,18,9,9,0,0,13,17,30,83,52,41,370,436,45.91
2022-2023,Owen Tippett,PHI,R,77,1071.35,16,17,11,6,33,63.46,169,9.47,15.45,309,236,173,73,8,23,12,6,6,0,0,15,18,35,119,92,60,17,11,60.71
2022-2023,Charlie Coyle,BOS,C,82,1070.116667,15,19,10,9,34,66.67,119,12.61,13.07,211,165,144,74,8,17,26,13,13,0,0,21,33,38,61,63,44,431,381,53.08
2022-2023,Nate Schmidt,WPG,D,71,1069.416667,4,9,4,5,13,36.11,82,4.88,3.83,202,127,53,9,4,25,8,4,4,0,0,4,40,20,42,45,64,0,0,-
2022-2023,Tomas Tatar,N.J,L,82,1069.233333,15,20,7,13,35,57.38,126,11.9,15.98,231,179,160,78,9,27,24,12,12,0,0,8,28,33,56,79,2,13,21,38.24
2022-2023,Dmitry Kulikov,"ANA, PIT",D,67,1068,3,12,8,4,15,37.5,75,4,3.22,135,94,44,11,3,7,22,11,11,0,0,7,36,17,85,72,66,0,0,-
2022-2023,Nico Hischier,N.J,C,81,1067.533333,14,31,21,10,45,73.77,171,8.19,19.27,286,230,185,94,15,25,6,3,3,0,0,23,29,47,30,105,6,599,549,52.18
2022-2023,Andrew Mangiapane,CGY,L,82,1067.533333,15,20,13,7,35,60.34,141,10.64,18.38,261,197,188,91,18,18,30,15,15,0,0,18,31,36,77,68,21,3,8,27.27
2022-2023,Jonas Brodin,MIN,D,60,1067.133333,2,8,1,7,10,23.81,81,2.47,2.89,163,114,37,6,5,7,30,15,15,0,0,7,20,22,41,95,69,0,0,-
2022-2023,Patrik Nemeth,ARI,D,75,1067.016667,0,3,1,2,3,12,60,0,2.23,135,91,37,7,3,10,30,15,15,0,0,5,23,10,95,119,69,0,0,-
2022-2023,Tage Thompson,BUF,"C, R",78,1066.816667,25,30,20,10,55,80.88,196,12.76,20.84,371,283,220,95,13,34,39,18,17,1,0,23,31,37,50,72,22,309,406,43.22
2022-2023,Wyatt Johnston,DAL,C,82,1066.283333,21,12,8,4,33,61.11,128,16.41,15.32,232,167,159,83,8,26,18,9,9,0,0,4,45,44,20,67,23,135,177,43.27
2022-2023,Sebastian Aho,NYI,D,71,1064.5,4,15,6,9,19,38.78,83,4.82,3.28,171,123,47,7,3,10,20,10,10,0,0,15,34,12,36,100,56,0,0,-
2022-2023,John Tavares,TOR,C,80,1062.366667,16,21,11,10,37,71.15,160,10,20.61,290,236,216,114,4,25,30,15,15,0,0,8,43,41,106,98,29,508,371,57.79
2022-2023,Andrew Copp,DET,C,82,1062.216667,5,21,14,7,26,65,87,5.75,8.66,146,115,81,34,6,16,19,8,7,1,0,8,37,17,31,48,28,461,442,51.05
2022-2023,Chris Tanev,CGY,D,65,1061.9,1,9,4,5,10,22.22,64,1.56,1.64,149,88,23,2,1,12,21,9,8,1,0,7,27,18,44,126,72,0,0,-
2022-2023,Filip Hronek,"DET, VAN",D,64,1061.783333,4,12,4,8,16,34.04,87,4.6,3.57,188,120,42,6,4,8,34,13,12,0,1,10,25,9,83,66,35,0,0,-
2022-2023,Scott Laughton,PHI,C,78,1056.1,8,14,6,8,22,52.38,123,6.5,9,204,156,99,40,3,21,40,16,15,0,1,14,33,21,148,47,32,330,357,48.03
2022-2023,Shane Pinto,OTT,C,82,1055.666667,14,9,4,5,23,63.89,114,12.28,13.33,188,155,133,62,11,20,18,9,9,0,0,20,26,34,70,81,34,422,383,52.42
2022-2023,Lars Eller,"COL, WSH",C,84,1051.15,8,10,7,3,18,51.43,126,6.35,10.62,243,171,121,45,6,23,32,15,15,0,0,11,31,34,88,115,29,450,387,53.76
2022-2023,Jonathan Marchessault,VGK,"C, R",76,1050.666667,16,18,11,7,34,70.83,164,9.76,15.48,298,224,160,64,19,19,19,8,7,1,0,7,21,38,64,80,15,21,33,38.89
2022-2023,Boone Jenner,CBJ,C,68,1050.6,15,11,7,4,26,61.9,153,9.8,16.13,282,218,156,78,12,21,49,19,17,1,1,21,23,24,122,60,58,517,436,54.25
2022-2023,Oliver Bjorkstrand,SEA,R,81,1046.85,15,19,10,9,34,69.39,156,9.62,15.76,283,237,158,54,3,20,14,7,7,0,0,12,19,50,60,93,28,15,35,30
2022-2023,Conor Garland,VAN,R,81,1045.4,12,19,9,10,31,77.5,140,8.57,11.65,227,190,137,44,8,16,31,10,8,1,1,26,29,43,45,80,13,2,8,20
2022-2023,Jordan Staal,CAR,C,81,1044.25,15,16,6,10,31,68.89,107,14.02,12.63,175,146,132,73,4,15,24,12,12,0,0,9,28,25,142,87,23,602,468,56.26
2022-2023,Evgeny Kuznetsov,WSH,C,81,1043.866667,6,25,17,8,31,67.39,102,5.88,8.33,194,140,100,31,3,11,48,24,24,0,0,12,44,36,37,23,14,422,470,47.31
2022-2023,Logan Couture,S.J,C,82,1042.033333,14,22,13,9,36,70.59,112,12.5,11.99,199,160,128,75,13,21,13,5,4,1,0,6,24,50,119,60,8,518,528,49.52
2022-2023,Nicholas Paul,T.B,L,80,1041.133333,9,14,7,7,23,53.49,94,9.57,10.26,176,142,115,48,7,11,25,11,10,1,0,17,30,43,103,111,6,390,333,53.94
2022-2023,Alex Ovechkin,WSH,L,73,1041.083333,20,20,11,9,40,75.47,180,11.11,18.74,329,243,196,81,12,35,42,16,15,0,1,8,42,20,179,29,18,4,4,50
2022-2023,Pierre-Olivier Joseph,PIT,D,75,1040.016667,4,14,7,7,18,33.96,94,4.26,3.41,194,122,54,4,2,13,42,20,20,0,0,10,33,32,82,58,27,0,0,-
2022-2023,Kirill Kaprizov,MIN,L,67,1039.033333,18,15,9,6,33,75,138,13.04,14.42,293,206,168,64,5,16,29,13,12,1,0,21,37,46,59,93,22,0,0,-
2022-2023,Erik Haula,N.J,L,80,1038.066667,10,17,10,7,27,54,137,7.3,16.59,245,195,149,76,10,23,43,19,18,1,0,10,24,37,88,66,7,470,394,54.4
2022-2023,Dylan Strome,WSH,C,81,1036.483333,17,22,11,11,39,69.64,114,14.91,15.7,204,161,153,73,6,26,20,10,10,0,0,6,33,41,19,38,33,419,449,48.27
2022-2023,Travis Boyd,ARI,C,82,1036.083333,12,9,5,4,21,53.85,67,17.91,9.19,123,99,96,56,3,14,20,10,10,0,0,13,20,28,34,88,46,385,495,43.75
2022-2023,Casey Mittelstadt,BUF,C,82,1035.65,9,30,21,9,39,72.22,104,8.65,9.59,174,136,109,41,8,10,16,4,3,0,1,14,30,45,29,105,12,248,301,45.17
2022-2023,David Perron,DET,L,82,1035.1,15,13,11,2,28,56,114,13.16,12.01,200,149,119,56,4,21,42,21,21,0,0,26,25,37,103,64,20,2,6,25
2022-2023,Dylan Larkin,DET,C,80,1034.533333,9,23,16,7,32,69.57,130,6.92,10.77,269,195,127,41,8,24,39,14,12,1,1,15,35,38,42,52,18,441,391,53
2022-2023,Jeff Petry,PIT,D,61,1031.733333,3,16,5,11,19,37.25,87,3.45,4.19,198,129,39,6,5,15,14,7,7,0,0,2,28,16,154,104,71,0,0,-
2022-2023,Nick Seeler,PHI,D,77,1030.2,4,9,6,3,13,31.71,80,5,2.42,160,105,38,9,0,9,50,19,15,4,0,21,24,8,119,108,130,0,0,-
2022-2023,Jonathan Huberdeau,CGY,C,79,1029.483333,10,26,16,10,36,72,86,11.63,10.52,149,119,104,52,8,12,26,13,13,0,0,21,46,27,62,55,23,3,8,27.27
2022-2023,Conor Sheary,WSH,L,82,1029.266667,11,15,11,4,26,54.17,133,8.27,13.63,221,184,137,65,10,15,20,10,10,0,0,13,27,39,52,85,31,11,9,55
2022-2023,Timothy Liljegren,TOR,D,67,1026.9,5,8,4,4,13,26,78,6.41,3.21,139,99,45,7,1,6,28,13,13,0,0,5,34,8,89,140,72,0,0,-
2022-2023,Mattias Samuelsson,BUF,D,55,1026.066667,2,7,3,4,9,16.36,70,2.86,2.7,128,95,29,6,1,13,16,8,8,0,0,3,16,18,86,96,54,0,0,-
2022-2023,Jesper Fast,CAR,R,80,1025.516667,10,15,5,10,25,59.52,70,14.29,12.86,141,117,112,72,4,13,14,7,7,0,0,13,25,20,99,128,27,9,11,45
2022-2023,Andrei Kuzmenko,VAN,L,81,1023.733333,21,28,11,17,49,76.56,93,22.58,11.05,193,136,136,64,4,15,4,2,2,0,0,10,26,31,13,52,15,0,0,-
2022-2023,Radko Gudas,FLA,D,72,1023.65,2,15,7,8,17,36.17,97,2.06,3.65,226,150,46,9,5,26,77,34,31,3,0,20,29,16,279,119,67,0,0,-
2022-2023,Alex Killorn,T.B,L,82,1023.55,19,22,11,11,41,70.69,92,20.65,10.93,163,122,111,54,3,11,35,16,15,1,0,15,45,31,57,94,3,0,1,0
2022-2023,Pavel Zacha,BOS,C,82,1022.866667,15,28,12,16,43,66.15,94,15.96,9.82,156,124,122,53,8,11,14,7,7,0,0,6,30,25,57,55,12,99,128,43.61
2022-2023,Robert Thomas,STL,C,73,1022.8,9,26,17,9,35,60.34,66,13.64,7.33,113,94,84,38,1,6,18,9,9,0,0,11,24,56,14,57,24,477,415,53.48
2022-2023,Evan Rodrigues,COL,C,69,1021.45,8,16,9,7,24,47.06,149,5.37,13.19,258,198,141,56,8,21,26,13,13,0,0,16,26,27,33,105,22,93,76,55.03
2022-2023,Ryan Lindgren,NYR,D,63,1020.666667,0,14,9,5,14,28.57,73,0,3.1,156,99,52,13,2,12,39,18,17,1,0,11,16,10,60,111,55,0,0,-
2022-2023,Jesperi Kotkaniemi,CAR,C,82,1020.583333,12,17,5,12,29,67.44,98,12.24,12.13,176,137,116,62,2,20,46,23,23,0,0,14,39,28,102,118,21,327,303,51.9
2022-2023,Jalen Chatfield,CAR,D,78,1019.8,5,7,4,3,12,24.49,88,5.68,4.84,208,140,56,13,3,18,33,15,14,1,0,5,20,26,73,150,51,0,0,-
2022-2023,TJ Brodie,TOR,D,58,1015.733333,2,11,3,8,13,29.55,51,3.92,2.4,93,67,28,6,2,11,12,6,6,0,0,11,33,23,40,99,78,0,0,-
2022-2023,Taylor Raddysh,CHI,R,78,1014.2,12,8,3,5,20,64.52,98,12.24,11.63,176,141,107,60,7,10,16,8,8,0,0,9,23,32,77,54,31,9,7,56.25
2022-2023,Luke Schenn,"TOR, VAN",D,70,1013.9,4,16,10,6,20,40.82,78,5.13,2.64,172,114,31,5,2,7,82,28,21,6,1,10,31,9,292,80,70,0,0,-
2022-2023,Eetu Luostarinen,FLA,C,82,1011.883333,15,19,7,12,34,60.71,113,13.27,14.52,209,158,162,85,6,24,22,10,10,0,0,13,33,39,55,107,30,149,210,41.5
2022-2023,Nino Niederreiter,"NSH, WPG",R,78,1011.766667,19,13,6,7,32,69.57,140,13.57,15.2,239,182,159,83,11,19,20,9,9,0,0,22,20,31,151,109,26,6,2,75
2022-2023,Pierre-Luc Dubois,WPG,L,73,1011.016667,12,18,8,10,30,61.22,121,9.92,15.43,254,201,169,89,9,18,64,32,32,0,0,34,43,36,68,99,42,383,406,48.54
2022-2023,Mikael Granlund,"NSH, PIT",C,79,1011.016667,6,15,8,7,21,58.33,76,7.89,7.97,143,106,87,39,4,11,16,8,8,0,0,11,20,28,72,106,41,123,147,45.56
2022-2023,Nick Perbix,T.B,D,69,1010.916667,5,15,10,5,20,40.82,106,4.72,3.77,196,140,60,9,3,13,20,10,10,0,0,10,28,27,71,149,15,0,0,-
2022-2023,Jake Walman,DET,D,63,1007.55,8,6,2,4,14,32.56,116,6.9,5,218,151,64,7,6,9,41,18,17,1,0,13,32,27,41,37,90,0,0,-
2022-2023,Jon Merrill,MIN,D,73,1007.283333,2,9,5,4,11,30.56,40,5,1.89,94,70,21,3,1,4,36,18,18,0,0,8,12,16,44,121,81,0,0,-
2022-2023,Zach Parise,NYI,L,82,1007.1,12,9,6,3,21,60,136,8.82,18,210,172,157,96,12,30,22,11,11,0,0,10,20,14,82,72,51,6,13,31.58
2022-2023,Nick Bjugstad,"ARI, EDM",C,78,1006.916667,15,11,6,5,26,60.47,120,12.5,13.28,207,174,133,63,13,19,32,16,16,0,0,14,29,30,154,94,32,408,422,49.16
2022-2023,Lawson Crouse,ARI,L,77,1003.75,14,19,12,7,33,67.35,121,11.57,10.82,205,161,140,53,5,19,27,12,11,1,0,10,27,22,178,52,37,23,33,41.07
2022-2023,Jason Dickinson,CHI,C,78,1003.066667,8,12,7,5,20,62.5,98,8.16,10.43,187,139,105,50,3,15,24,12,12,0,0,12,28,42,107,106,55,298,315,48.61
2022-2023,Matt Duchene,NSH,C,71,1000.15,12,22,11,11,34,66.67,103,11.65,10.88,203,154,132,51,13,18,26,8,7,0,1,12,44,32,23,59,23,96,79,54.86
2022-2023,Sebastian Aho,CAR,C,75,999.8333333,22,15,13,2,37,69.81,147,14.97,17.72,245,209,159,100,11,18,40,20,20,0,0,26,42,43,47,69,13,362,389,48.2
2022-2023,Alex Newhook,COL,C,82,999.35,11,15,8,7,26,60.47,93,11.83,10.78,163,115,109,46,5,6,22,11,11,0,0,6,16,25,59,114,23,191,267,41.7
2022-2023,Alex Tuch,BUF,R,74,999.3,21,27,19,8,48,72.73,157,13.38,13.83,272,227,152,57,13,19,16,8,8,0,0,11,33,48,47,46,30,23,32,41.82
2022-2023,Mason McTavish,ANA,C,80,999.1833333,8,16,12,4,24,72.73,98,8.16,11.84,171,133,112,61,6,22,36,17,17,0,0,22,25,25,53,37,34,282,387,42.15
2022-2023,Brock Boeser,VAN,R,74,998.3666667,10,25,13,12,35,66.04,118,8.47,10.18,201,153,124,46,2,11,16,8,8,0,0,7,17,23,46,22,24,14,27,34.15
2022-2023,David Kampf,TOR,C,82,997.9333333,7,16,7,9,23,62.16,100,7,10.8,153,125,102,53,3,16,8,4,4,0,0,9,26,39,69,131,19,425,331,56.22
2022-2023,Jaden Schwartz,SEA,C,71,997.8833333,9,14,8,6,23,65.71,116,7.76,12.09,209,149,125,51,9,16,20,10,10,0,0,6,27,42,53,79,22,24,35,40.68
2022-2023,Chris Kreider,NYR,L,79,996.15,19,9,6,3,28,58.33,138,13.77,15.09,227,191,144,89,10,22,16,8,8,0,0,8,25,21,118,51,12,33,36,47.83
2022-2023,Tyler Toffoli,CGY,R,82,996.0666667,19,21,8,13,40,68.97,191,9.95,16.82,323,259,172,65,8,26,18,9,9,0,0,13,26,32,52,49,10,5,3,62.5
2022-2023,Elias Lindholm,CGY,C,80,994.2833333,10,25,15,10,35,67.31,100,10,11.56,203,148,116,48,2,20,8,4,4,0,0,11,29,31,73,57,37,621,455,57.71
2022-2023,Dillon Dube,CGY,C,82,994.2666667,13,24,12,12,37,72.55,111,11.71,11.83,195,153,134,55,4,16,45,17,15,1,1,18,19,20,115,129,17,26,31,45.61
2022-2023,Reilly Smith,VGK,R,78,988.1,11,23,14,9,34,72.34,111,9.91,11.44,199,155,125,57,7,7,14,7,7,0,0,8,28,27,56,83,20,2,2,50
2022-2023,Erik Brannstrom,OTT,D,74,985.8333333,2,11,5,6,13,33.33,62,3.23,2.71,178,96,60,8,3,17,36,18,18,0,0,14,39,24,47,94,76,0,0,-
