Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2021-2022,Nick Leddy,"DET, STL",D,75,1373.966667,3,11,3,8,14,28,58,5.17,2.21,113,85,26,3,1,5,20,10,10,0,0,5,30,27,30,50,59,0,0,-
2021-2022,Brayden McNabb,VGK,D,69,1139.116667,1,13,4,9,14,28.57,81,1.23,3.5,189,129,44,8,4,13,38,16,14,2,0,10,27,35,138,147,106,0,0,-
2021-2022,Chris Wideman,MTL,D,64,759.2333333,4,10,5,5,14,53.85,57,7.02,1.82,106,74,25,3,4,3,46,15,13,0,2,7,53,8,41,94,35,0,0,-
2021-2022,Casey Cizikas,NYI,C,74,846.2666667,9,5,3,2,14,73.68,78,11.54,8.85,130,113,87,53,7,10,46,23,23,0,0,16,28,25,136,91,32,438,317,58.01
2021-2022,David Savard,MTL,D,62,1078.383333,3,11,4,7,14,35,58,5.17,3.72,117,78,36,15,0,12,30,15,15,0,0,8,53,7,120,78,88,0,0,-
2021-2022,Jason Zucker,PIT,L,41,534.6166667,5,9,5,4,14,58.33,81,6.17,5.85,116,99,64,28,3,6,15,6,5,1,0,6,20,14,63,54,18,3,9,25
2021-2022,Jaden Schwartz,SEA,C,37,549.5833333,4,10,6,4,14,60.87,77,5.19,6.09,131,106,74,25,1,5,14,7,7,0,0,9,14,23,42,54,12,10,15,40
2021-2022,Brendan Gallagher,MTL,R,56,684.35,1,13,9,4,14,43.75,113,0.88,11.9,204,153,126,63,6,22,61,21,18,1,2,24,18,15,52,65,25,11,14,44
2021-2022,Jamie Oleksiak,SEA,D,72,1212.5,0,14,8,6,14,27.45,87,0,5.3,168,120,54,18,4,13,54,17,12,4,1,7,45,30,165,93,57,0,0,-
2021-2022,Radek Faksa,DAL,C,77,1009.616667,2,12,6,6,14,70,82,2.44,8.35,136,118,77,42,0,17,46,19,17,2,0,14,24,19,123,109,51,310,251,55.26
2021-2022,Dryden Hunt,NYR,L,76,896.8,5,9,5,4,14,58.33,90,5.56,10.13,172,137,101,64,5,11,48,16,13,2,1,19,19,19,150,104,15,5,14,26.32
2021-2022,Carl Grundstrom,L.A,R,54,565.2333333,8,6,3,3,14,73.68,79,10.13,7.42,134,110,76,34,5,7,24,12,12,0,0,7,8,13,133,67,4,6,13,31.58
2021-2022,Nathan Bastian,"N.J, SEA",R,72,692.6333333,9,5,4,1,14,58.33,78,11.54,8.91,128,109,85,46,6,8,63,19,14,3,2,14,14,12,196,121,26,20,21,48.78
2021-2022,Nicolas Hague,VGK,D,52,848.3333333,4,10,4,6,14,31.82,101,3.96,4.88,218,142,60,14,5,14,34,17,17,0,0,8,22,22,53,134,57,0,0,-
2021-2022,Morgan Frost,PHI,C,55,634.2,4,10,7,3,14,70,67,5.97,5.88,123,89,70,26,2,14,12,6,6,0,0,4,19,26,42,16,26,195,219,47.1
2021-2022,Max Comtois,ANA,L,52,626.1166667,6,8,3,5,14,56,61,9.84,6.46,112,95,66,26,7,6,44,18,16,2,0,17,30,8,107,55,16,10,19,34.48
2021-2022,Ryan Poehling,MTL,C,57,586.3333333,6,8,5,3,14,82.35,75,8,7.02,117,95,68,33,8,8,6,3,3,0,0,8,19,19,40,47,26,192,235,44.96
2021-2022,Martin Fehervary,WSH,D,79,1360.583333,6,8,5,3,14,22.95,91,6.59,3.5,171,120,46,13,2,10,24,12,12,0,0,8,33,13,234,190,83,0,0,-
2021-2022,Filip Zadina,DET,R,74,878.2333333,6,8,4,4,14,42.42,117,5.13,9.47,215,155,119,48,7,16,8,4,4,0,0,14,20,22,57,58,32,5,3,62.5
2021-2022,Nico Sturm,"COL, MIN",C,74,739.4833333,5,9,4,5,14,53.85,88,5.68,7.76,136,115,74,42,8,8,14,7,7,0,0,10,15,8,96,102,19,253,216,53.94
2021-2022,Jamie Drysdale,ANA,D,81,1361.616667,3,11,7,4,14,26.42,112,2.68,6.13,227,164,60,13,4,16,12,6,6,0,0,14,46,17,37,80,64,0,0,-
2021-2022,Jason Spezza,TOR,C,71,633.3166667,7,6,4,2,13,61.9,75,9.33,6.37,132,102,63,27,8,8,20,10,10,0,0,5,28,32,31,37,22,241,209,53.56
2021-2022,Marc Staal,DET,D,71,1045.9,2,11,6,5,13,23.21,66,3.03,3.27,130,93,44,8,3,7,24,12,12,0,0,10,26,9,82,61,48,0,0,-
2021-2022,T.J. Oshie,WSH,R,44,561.65,6,7,3,4,13,65,49,12.24,4.78,90,68,49,23,1,4,4,2,2,0,0,19,16,15,74,40,26,10,11,47.62
2021-2022,Radko Gudas,FLA,D,77,1189.7,2,11,6,5,13,21.67,91,2.2,3.49,207,134,44,5,5,9,105,38,30,7,1,27,50,22,324,132,92,0,0,-
2021-2022,Derek Forbort,BOS,D,76,1099.683333,4,9,2,7,13,31.71,60,6.67,1.77,126,86,23,3,4,4,46,16,13,2,1,13,26,14,108,129,54,0,0,-
2021-2022,Riley Sheahan,SEA,C,69,668.3333333,4,9,5,4,13,50,63,6.35,5.49,99,81,61,29,4,6,2,1,1,0,0,10,9,14,16,34,19,178,174,50.57
2021-2022,Scott Mayfield,NYI,D,61,1020.65,3,10,6,4,13,39.39,72,4.17,3.14,192,116,51,7,1,9,41,15,12,3,0,5,47,10,71,50,63,0,0,-
2021-2022,Zemgus Girgensons,BUF,L,56,668.8,7,6,5,1,13,68.42,76,9.21,6.88,126,102,77,36,4,8,25,7,5,1,1,9,9,18,78,74,16,96,104,48
2021-2022,Chris Tierney,OTT,C,70,745.15,3,10,1,9,13,59.09,57,5.26,6.85,97,80,68,35,2,10,12,6,6,0,0,3,25,20,41,45,26,228,223,50.55
2021-2022,Ben Hutton,VGK,D,58,839.7666667,3,10,6,4,13,35.14,75,4,2.54,161,98,31,4,4,7,32,10,6,4,0,8,16,15,49,142,58,0,0,-
2021-2022,Chad Ruhwedel,PIT,D,78,1047.1,4,9,3,6,13,27.66,79,5.06,3.12,178,126,41,4,0,10,14,7,7,0,0,9,17,19,125,83,67,0,0,-
2021-2022,Michael Raffl,DAL,L,76,930.5833333,6,7,6,1,13,81.25,78,7.69,7.82,130,109,78,42,5,7,14,6,6,0,0,18,31,29,132,99,25,12,9,57.14
2021-2022,Tyler Motte,"NYR, VAN",C,58,681.2166667,5,8,5,3,13,48.15,90,5.56,7.29,159,129,93,32,4,7,18,8,8,0,0,11,15,22,113,71,46,10,7,58.82
2021-2022,Rasmus Ristolainen,PHI,D,66,1200.816667,2,11,5,6,13,24.07,77,2.6,3.65,169,113,52,16,8,14,36,18,18,0,0,12,26,12,211,191,89,0,0,-
2021-2022,Ryan Pulock,NYI,D,56,960,2,11,5,6,13,28.89,103,1.94,4.23,194,136,44,7,1,12,2,1,1,0,0,5,29,13,76,77,93,0,0,-
2021-2022,Brendan Lemieux,L.A,L,50,524.3166667,8,5,3,2,13,56.52,62,12.9,6.98,128,99,77,34,6,10,97,27,16,9,2,22,16,11,120,61,6,10,12,45.45
2021-2022,Erik Cernak,T.B,D,55,856.3833333,1,12,7,5,13,34.21,79,1.27,3.22,168,119,42,7,7,6,44,18,16,2,0,19,15,17,142,84,16,0,0,-
2021-2022,Jansen Harkins,WPG,C,77,708.5,7,6,3,3,13,76.47,67,10.45,6.28,142,100,78,28,5,4,13,5,4,1,0,12,24,25,51,72,15,28,16,63.64
2021-2022,Ethan Bear,CAR,D,58,823.7666667,5,8,5,3,13,35.14,86,5.81,3.65,170,113,40,8,3,14,20,9,9,0,0,2,26,15,48,87,26,0,0,-
2021-2022,Steven Lorentz,CAR,C,67,692.9333333,8,5,2,3,13,56.52,80,10,10.3,141,113,97,56,2,10,8,4,4,0,0,7,17,23,65,109,13,47,54,46.53
2021-2022,Ryan Lindgren,NYR,D,78,1333.283333,2,11,6,5,13,24.53,68,2.94,3.24,148,95,46,9,1,8,42,21,21,0,0,15,24,14,109,140,96,0,0,-
2021-2022,Jonathan Dahlen,S.J,C,61,705.25,8,5,4,1,13,56.52,78,10.26,9.05,135,103,98,54,7,10,12,6,6,0,0,5,19,20,15,28,12,0,1,0
2021-2022,Justin Danforth,CBJ,R,45,515.9666667,10,3,2,1,13,61.9,66,15.15,7.64,121,97,64,38,1,6,10,5,5,0,0,12,1,12,85,44,17,87,68,56.13
2021-2022,Zach Aston-Reese,"ANA, PIT","C, L",69,779.9166667,3,10,6,4,13,50,74,4.05,6.77,124,98,64,38,5,10,26,10,8,2,0,6,10,17,221,91,33,2,3,40
2021-2022,Henri Jokiharju,BUF,D,60,1084.316667,2,11,6,5,13,30.23,68,2.94,1.98,127,84,23,3,2,8,18,9,9,0,0,3,28,9,65,73,44,0,0,-
2021-2022,Bowen Byram,COL,D,30,506.5333333,3,10,5,5,13,46.43,43,6.98,2.11,91,62,37,5,1,5,12,6,6,0,0,2,11,11,51,63,23,0,0,-
2021-2022,Yegor Chinakhov,CBJ,R,62,677.6833333,6,7,5,2,13,56.52,83,7.23,6.65,165,124,81,23,5,15,14,7,7,0,0,8,18,16,48,32,16,0,6,0
2021-2022,Zdeno Chara,NYI,D,72,1187.8,2,10,6,4,12,24.49,78,2.56,2.7,162,106,27,3,1,10,85,27,20,5,2,11,41,11,119,44,78,0,0,-
2021-2022,Ryan Reaves,NYR,R,69,723.6666667,4,8,3,5,12,75,42,9.52,4.73,71,57,49,27,1,6,41,16,13,3,0,8,21,11,276,50,16,5,4,55.56
2021-2022,Nick Foligno,BOS,L,64,680.35,2,10,6,4,12,85.71,90,2.22,6.67,136,116,67,33,12,11,61,23,18,5,0,12,11,20,161,35,26,18,13,58.06
2021-2022,Jake Muzzin,TOR,D,47,802.7833333,3,9,3,6,12,34.29,65,4.62,2.44,153,92,44,2,3,4,16,8,8,0,0,5,34,9,99,114,48,0,0,-
2021-2022,Carl Hagelin,WSH,L,53,638.5,2,10,4,6,12,57.14,65,3.08,6.23,108,89,55,28,2,6,18,8,8,0,0,5,14,9,30,43,9,2,7,22.22
2021-2022,Alex Chiasson,VAN,R,67,639.2333333,7,5,4,1,12,44.44,71,9.86,6.76,107,87,69,31,5,9,10,5,5,0,0,8,10,7,66,76,18,9,11,45
2021-2022,Mark Pysyk,BUF,D,68,1047.683333,3,9,3,6,12,34.29,63,4.76,3.15,124,97,32,12,2,4,16,8,8,0,0,3,17,19,38,57,60,0,0,-
2021-2022,Mike Reilly,BOS,D,70,1160.083333,3,9,5,4,12,26.09,114,2.63,4.53,196,151,49,12,4,10,28,14,14,0,0,3,31,18,89,107,44,0,0,-
2021-2022,Luke Glendening,DAL,C,82,923.6333333,9,3,1,2,12,63.16,95,9.47,10.9,162,140,113,61,2,6,15,6,5,1,0,10,12,11,175,102,44,323,196,62.24
2021-2022,Jimmy Vesey,N.J,L,68,802.95,5,7,3,4,12,60,96,5.21,9.41,157,134,97,46,7,5,10,5,5,0,0,5,27,42,83,32,13,12,30,28.57
2021-2022,Sam Lafferty,"CHI, PIT","C, R",56,628.2166667,5,7,6,1,12,66.67,67,7.46,6.89,107,85,84,41,3,7,31,11,8,3,0,14,17,20,130,95,19,94,134,41.23
2021-2022,Jonas Siegenthaler,N.J,D,70,1228.933333,1,11,4,7,12,22.64,84,1.19,2.64,181,113,56,4,6,17,40,17,15,2,0,18,51,14,90,137,54,0,0,-
2021-2022,Brandon Carlo,BOS,D,79,1273.733333,5,7,4,3,12,26.09,112,4.46,3.56,192,147,37,4,4,8,25,11,10,1,0,7,22,24,127,186,75,0,0,-
2021-2022,Dominik Simon,"ANA, PIT",C,72,703.9166667,3,9,6,3,12,46.15,84,3.57,7.09,133,109,77,38,4,6,34,12,11,0,1,13,17,21,71,81,38,8,10,44.44
2021-2022,Adam Gaudette,"CHI, OTT",C,58,582.05,3,9,5,4,12,75,73,4.11,5.87,133,99,74,25,3,6,17,7,6,1,0,7,13,20,70,39,10,52,66,44.07
2021-2022,Andrew Peeke,CBJ,D,82,1447.566667,0,12,4,8,12,23.08,66,0,2.37,158,101,34,7,2,7,58,26,24,2,0,16,30,13,164,110,119,0,0,-
2021-2022,Logan Stanley,WPG,D,58,755.2666667,1,11,5,6,12,46.15,73,1.37,3,172,121,38,3,3,5,40,14,10,4,0,6,42,11,108,93,70,0,0,-
2021-2022,Mario Ferraro,S.J,D,63,1188.15,2,10,3,7,12,27.27,41,4.88,1.83,85,60,27,3,3,1,12,6,6,0,0,8,29,25,121,139,28,0,0,-
2021-2022,Gustav Lindstrom,DET,D,63,917.6833333,1,11,3,8,12,37.5,38,2.63,1.14,71,45,20,4,1,6,22,11,11,0,0,4,22,9,55,80,58,0,0,-
2021-2022,Rasmus Sandin,TOR,D,51,765.75,4,8,4,4,12,31.58,39,10.26,2.27,101,62,37,7,1,4,2,1,1,0,0,2,20,15,87,96,33,0,0,-
2021-2022,Ilya Lyubushkin,"ARI, TOR",D,77,1164.466667,1,11,5,6,12,27.27,51,1.96,1.92,100,72,22,3,2,2,45,21,20,1,0,7,33,12,168,134,61,0,0,-
2021-2022,Andrew Cogliano,"COL, S.J",C,74,779.2666667,2,9,4,5,11,50,65,3.08,5.23,117,93,65,28,5,10,18,9,9,0,0,3,19,24,102,47,15,5,10,33.33
2021-2022,Darren Helm,COL,C,68,575.7833333,6,5,2,3,11,68.75,78,7.69,6.69,126,98,72,39,4,4,14,7,7,0,0,3,6,17,110,56,11,63,70,47.37
2021-2022,Trevor Lewis,CGY,C,80,863.45,2,9,3,6,11,40.74,99,2.02,8.13,168,141,91,36,3,7,12,6,6,0,0,11,9,7,163,105,28,54,72,42.86
2021-2022,Cal Clutterbuck,NYI,R,59,683.5833333,3,8,0,8,11,78.57,65,4.62,5.53,97,81,63,24,0,5,8,4,4,0,0,12,12,18,218,80,15,10,3,76.92
2021-2022,Nicolas Deslauriers,"ANA, MIN",L,81,809.55,6,5,3,2,11,61.11,85,7.06,8.52,151,117,85,47,5,13,99,26,12,13,1,21,10,6,260,51,39,1,3,25
2021-2022,Nick Bjugstad,MIN,C,57,563.5666667,6,5,2,3,11,57.89,79,7.59,8.22,127,104,87,46,8,12,20,10,10,0,0,7,13,17,98,50,11,137,108,55.92
2021-2022,Austin Watson,OTT,L,67,695.45,7,4,4,0,11,61.11,82,8.54,6.89,139,111,67,32,9,12,87,29,21,7,1,22,14,11,208,56,53,5,10,33.33
2021-2022,Adam Lowry,WPG,"C, L",79,941.0666667,8,3,2,1,11,57.89,94,8.51,13.13,163,134,117,63,1,15,59,15,7,7,1,19,18,27,215,94,28,441,348,55.89
2021-2022,Erik Gustafsson,CHI,D,59,789.7666667,2,9,6,3,11,32.35,56,3.57,2.12,129,82,27,1,3,4,14,7,7,0,0,2,33,8,43,67,46,0,0,-
2021-2022,Dysin Mayo,ARI,D,67,1168.3,4,7,2,5,11,28.95,68,5.88,2.74,149,97,37,5,1,10,18,9,9,0,0,3,32,12,117,77,82,0,0,-
2021-2022,Matthew Highmore,VAN,C,46,518.4833333,4,7,3,4,11,61.11,53,7.55,5.18,85,72,56,27,2,5,14,7,7,0,0,8,5,16,40,64,33,3,5,37.5
2021-2022,Niko Mikkola,STL,D,54,811.1333333,2,9,6,3,11,29.73,55,3.64,2.29,105,75,41,7,0,7,53,25,24,1,0,9,22,6,103,111,55,0,0,-
2021-2022,MacKenzie Entwistle,CHI,R,55,516.6,4,7,4,3,11,73.33,29,13.79,3.67,47,40,31,24,2,5,23,6,4,1,1,13,7,7,126,66,17,18,22,45
2021-2022,Peyton Krebs,"BUF, VGK",C,57,690.8666667,7,4,4,0,11,52.38,44,15.91,4.03,78,63,55,24,8,2,20,10,10,0,0,10,32,15,24,69,8,51,106,32.48
2021-2022,J.J. Moser,ARI,D,43,656.4666667,3,8,5,3,11,33.33,31,9.68,1.91,81,54,25,5,2,4,10,5,5,0,0,6,22,7,27,74,43,0,0,-
2021-2022,Andy Greene,NYI,D,69,1044.666667,2,8,5,3,10,27.03,48,4.17,2,119,79,23,3,0,4,10,5,5,0,0,2,39,10,36,81,109,0,0,-
2021-2022,Travis Hamonic,"OTT, VAN",D,43,710.25,4,6,2,4,10,34.48,77,5.19,3.35,162,103,40,4,0,7,14,7,7,0,0,4,27,5,70,62,70,0,0,-
2021-2022,Connor Murphy,CHI,D,57,1046.533333,4,6,2,4,10,27.78,66,6.06,2.11,144,92,31,2,1,7,45,21,20,1,0,11,42,16,119,127,114,0,0,-
2021-2022,Colin Miller,BUF,D,38,605.3166667,2,8,4,4,10,35.71,37,5.41,1.25,80,56,13,1,0,4,19,8,7,1,0,6,13,6,44,46,34,0,0,-
2021-2022,Matthew Benning,NSH,D,65,885.2166667,0,10,6,4,10,38.46,60,0,2.11,113,78,31,6,1,7,29,13,12,1,0,11,27,8,74,108,38,0,0,-
2021-2022,Danny DeKeyser,DET,D,59,917.15,0,10,6,4,10,35.71,51,0,2.28,110,65,30,3,2,7,26,13,13,0,0,0,16,5,43,48,61,0,0,-
2021-2022,Connor Clifton,BOS,D,60,867.3666667,2,8,3,5,10,29.41,79,2.53,2.67,146,105,31,3,2,7,32,13,11,2,0,12,13,15,143,160,50,0,0,-
2021-2022,Sean Monahan,CGY,C,65,743.6166667,3,7,5,2,10,47.62,81,3.7,8.55,151,116,94,39,5,9,20,10,10,0,0,8,21,30,55,40,21,331,305,52.04
2021-2022,Ryan Carpenter,"CGY, CHI",C,67,679,2,8,3,5,10,62.5,59,3.39,6.38,105,82,65,28,4,5,36,11,8,2,1,11,10,13,125,72,28,159,138,53.54
2021-2022,Caleb Jones,CHI,D,51,783.85,4,6,3,3,10,34.48,51,7.84,2.3,93,63,33,4,2,4,18,9,9,0,0,6,31,15,72,75,53,0,0,-
2021-2022,Dean Kukan,CBJ,D,41,605.9666667,3,7,1,6,10,31.25,38,7.89,2.31,72,53,22,8,3,4,16,7,7,0,0,5,13,8,42,45,33,0,0,-
2021-2022,Riley Stillman,CHI,D,52,705.5666667,2,8,6,2,10,37.04,46,4.35,1.93,112,69,21,6,0,1,36,12,8,4,0,13,26,7,119,66,54,0,0,-
2021-2022,Sebastian Aho,NYI,D,36,545.3833333,2,8,1,7,10,43.48,28,7.14,1.48,62,41,20,3,0,3,8,4,4,0,0,6,26,7,32,48,39,0,0,-
2021-2022,Alexander Romanov,MTL,D,79,1355.25,3,7,2,5,10,18.18,103,2.91,3.08,237,141,59,6,5,6,51,17,13,3,1,12,65,20,202,183,81,0,0,-
2021-2022,Braden Schneider,NYR,D,43,630.7333333,2,8,3,5,10,43.48,25,8,1.41,65,42,17,3,1,2,9,3,2,1,0,3,18,7,58,94,42,0,0,-
2021-2022,Marco Scandella,STL,D,70,1071.383333,2,7,3,4,9,17.65,67,2.99,3.59,129,95,40,12,1,5,18,9,9,0,0,1,34,15,96,77,40,0,0,-
2021-2022,Tyler Bozak,STL,C,50,513.15,2,7,3,4,9,75,41,4.88,3.47,66,50,41,18,2,4,12,6,6,0,0,4,8,14,20,28,14,156,179,46.57
2021-2022,Jani Hakanpaa,DAL,D,80,1077.533333,2,7,3,4,9,23.08,60,3.33,2.13,147,89,34,5,0,9,41,15,13,1,1,6,29,7,206,163,71,0,0,-
2021-2022,Dylan DeMelo,WPG,D,76,1167.683333,0,9,4,5,9,21.43,74,0,2.9,134,92,28,7,3,9,26,13,13,0,0,5,41,13,108,100,82,0,0,-
2021-2022,Dominic Toninato,WPG,C,77,522.1833333,6,3,3,0,9,64.29,39,15.38,5.06,79,58,56,23,2,0,20,10,10,0,0,3,9,9,90,52,18,80,104,43.48
2021-2022,Jason Dickinson,VAN,C,62,698.4666667,4,5,2,3,9,50,64,6.25,6.12,118,93,74,31,7,7,19,8,7,1,0,6,9,16,98,112,37,112,140,44.44
2021-2022,Jake Middleton,"MIN, S.J",D,66,1072.133333,3,6,3,3,9,19.57,65,4.62,2.91,110,84,29,5,3,8,82,26,16,10,0,15,17,23,112,54,53,0,0,-
2021-2022,Kevin Rooney,NYR,C,61,687.7833333,5,4,2,2,9,60,62,8.06,5.14,96,73,56,28,4,6,16,8,8,0,0,14,16,18,80,65,27,165,198,45.45
2021-2022,Dylan Coghlan,VGK,D,59,746.8166667,1,8,4,4,9,37.5,90,1.11,3.28,183,132,43,6,3,13,18,9,9,0,0,6,25,19,59,65,53,0,0,-
2021-2022,Zack MacEwen,PHI,C,75,706.9166667,3,6,3,3,9,45,82,3.66,8.32,143,120,70,34,3,8,110,33,20,12,1,23,16,22,157,82,29,15,17,46.88
2021-2022,Cal Foote,T.B,D,56,714.3333333,2,7,4,3,9,25.71,49,4.08,2.24,111,74,25,5,4,5,27,12,11,1,0,8,12,4,80,91,29,0,0,-
2021-2022,Sean Durzi,L.A,D,64,961.3166667,1,8,4,4,9,24.32,79,1.27,3.3,167,96,51,9,1,13,51,21,18,3,0,16,41,22,62,89,41,0,0,-
2021-2022,Mattias Samuelsson,BUF,D,42,714.4833333,0,9,5,4,9,28.13,43,0,1.91,79,54,16,8,1,4,14,7,7,0,0,7,23,8,87,79,43,0,0,-
2021-2022,Rasmus Kupari,L.A,C,57,603.6833333,3,6,4,2,9,56.25,45,6.67,4.82,91,77,49,23,4,6,16,8,8,0,0,6,18,7,68,81,7,117,156,42.86
2021-2022,Andrew Ladd,ARI,L,51,587.55,4,4,1,3,8,50,43,9.3,4.74,87,61,49,27,3,6,47,18,16,1,1,2,20,16,64,57,28,6,3,66.67
2021-2022,Keith Yandle,PHI,D,77,875.8166667,0,8,3,5,8,33.33,63,0,2.36,143,91,25,4,0,7,12,6,6,0,0,3,32,8,29,17,31,0,0,-
2021-2022,Zach Bogosian,T.B,D,48,705.0666667,3,5,2,3,8,36.36,58,5.17,2.4,103,73,33,5,5,7,53,18,14,3,1,5,15,6,113,60,17,0,0,-
2021-2022,Antoine Roussel,ARI,L,53,538.6,4,4,4,0,8,66.67,56,7.14,6.45,95,79,59,32,3,9,57,15,11,1,3,12,13,8,68,70,22,12,14,46.15
2021-2022,Cody Eakin,BUF,C,69,825.5,3,5,0,5,8,40,62,4.84,4.68,105,83,55,29,5,5,20,9,9,0,0,8,19,19,33,32,26,389,306,55.97
2021-2022,Joel Armia,MTL,R,60,675.3,4,4,3,1,8,42.11,85,4.71,7.82,155,114,90,38,10,11,14,7,7,0,0,13,21,23,96,43,20,3,12,20
2021-2022,Olli Maatta,L.A,D,66,1054.083333,1,7,2,5,8,20.51,59,1.69,2.29,132,82,32,2,5,3,10,4,4,0,0,1,30,10,57,116,24,0,0,-
2021-2022,Jaycob Megna,S.J,D,44,734.25,2,6,3,3,8,32,40,5,1.4,83,50,30,3,2,8,16,8,8,0,0,2,20,16,65,68,25,0,0,-
2021-2022,Anders Bjork,BUF,L,58,653.8166667,5,3,3,0,8,50,49,10.2,4.28,90,61,54,22,4,5,10,5,5,0,0,9,11,14,11,50,14,1,3,25
2021-2022,Christian Fischer,ARI,R,53,576.4166667,4,4,3,1,8,72.73,63,6.35,5.58,103,79,60,33,6,7,12,6,6,0,0,13,21,13,89,69,16,65,122,34.76
2021-2022,Gavin Bayreuther,CBJ,D,43,535.0833333,0,8,3,5,8,29.63,44,0,1.58,83,64,14,1,0,4,20,7,5,2,0,6,12,12,49,67,39,0,0,-
2021-2022,Tobias Bjornfot,L.A,D,70,1048.65,0,8,3,5,8,23.53,50,0,2.34,106,72,44,15,6,6,6,3,3,0,0,7,26,9,56,123,16,0,0,-
2021-2022,Jack Johnson,COL,D,74,1050.683333,1,6,2,4,7,18.92,52,1.92,1.73,118,76,29,3,3,8,42,14,11,2,1,9,20,7,82,68,44,0,0,-
2021-2022,Brendan Smith,CAR,D,45,571.8666667,3,4,2,2,7,30.43,59,5.08,1.91,123,82,24,1,0,7,34,14,12,2,0,11,12,11,68,70,29,0,0,-
2021-2022,Jordie Benn,MIN,D,39,540.65,0,7,4,3,7,24.14,33,0,1.15,72,50,14,1,3,3,10,5,5,0,0,0,14,6,47,46,35,0,0,-
2021-2022,Jordan Oesterle,DET,D,45,744.8666667,1,6,4,2,7,25,59,1.69,1.71,95,71,26,0,1,1,4,2,2,0,0,0,16,4,27,79,37,0,0,-
2021-2022,Jake Walman,"DET, STL",D,51,646.7333333,1,6,2,4,7,36.84,79,1.27,4.07,159,113,51,12,1,8,10,5,5,0,0,1,21,8,44,33,43,0,0,-
2021-2022,Will Borgen,SEA,D,36,505.2833333,2,5,4,1,7,50,46,4.35,1.5,93,63,18,1,1,5,28,11,9,2,0,10,14,4,81,57,25,0,0,-
2021-2022,Josh Mahura,ANA,D,38,517.4833333,3,4,2,2,7,53.85,36,8.33,1.65,79,52,19,3,0,2,10,5,5,0,0,7,17,5,60,90,39,0,0,-
2021-2022,Boris Katchouk,"CHI, T.B",L,59,543.85,3,4,2,2,7,53.85,54,5.56,5.23,94,75,51,28,5,3,37,9,6,1,2,12,7,15,135,60,15,7,10,41.18
2021-2022,Nikita Zaitsev,OTT,D,62,973,1,6,3,3,7,19.44,61,1.64,2.08,132,97,21,2,1,6,24,12,12,0,0,0,28,8,117,90,72,0,0,-
2021-2022,Mikey Anderson,L.A,D,57,1006.716667,2,5,4,1,7,16.67,58,3.45,2.92,132,85,50,10,2,5,8,4,4,0,0,10,26,9,121,120,19,0,0,-
2021-2022,Joel Kiviranta,DAL,L,56,524.1666667,1,6,2,4,7,50,59,1.69,5.8,98,78,55,27,4,8,10,5,5,0,0,5,9,7,95,52,22,0,3,0
2021-2022,Matt Martin,NYI,L,71,795.15,2,4,3,1,6,27.27,64,3.13,6.62,104,84,61,35,3,5,70,22,15,6,1,17,17,11,235,61,23,8,11,42.11
2021-2022,Calvin de Haan,CHI,D,69,1150.683333,3,3,2,1,6,17.14,100,3,4.02,213,143,52,5,5,7,33,15,14,1,0,10,48,15,130,79,135,0,0,-
2021-2022,Andrej Sustr,"ANA, T.B",D,38,512.8333333,1,5,2,3,6,42.86,28,3.57,0.87,62,39,16,1,3,3,16,8,8,0,0,2,14,10,26,49,26,0,0,-
2021-2022,Will Butcher,BUF,D,37,564.2833333,2,4,2,2,6,33.33,31,6.45,1.75,71,54,19,6,4,2,0,0,0,0,0,1,10,1,11,34,29,0,0,-
2021-2022,Josh Brown,"BOS, OTT",D,52,634.4666667,0,6,4,2,6,28.57,42,0,1.26,84,60,13,1,0,7,37,11,6,5,0,8,18,6,113,66,34,0,0,-
2021-2022,Robert Hagg,"BUF, FLA",D,64,884.6333333,0,6,3,3,6,19.35,56,0,2.26,137,92,31,5,4,3,35,16,15,1,0,9,22,10,128,78,81,0,0,-
2021-2022,Travis Dermott,"TOR, VAN",D,60,865.8333333,1,5,2,3,6,15.79,44,2.27,2.27,94,62,31,6,2,4,14,7,7,0,0,7,25,7,53,74,39,0,0,-
2021-2022,Nicolas Meloche,S.J,D,50,765.7,2,4,1,3,6,23.08,34,5.88,1.54,90,50,27,3,1,11,39,17,16,1,0,8,22,15,151,67,13,0,0,-
2021-2022,Jeremy Lauzon,"NSH, SEA",D,66,1007.866667,2,4,3,1,6,18.18,73,2.74,2.5,145,97,33,6,1,9,77,24,16,7,1,15,24,10,205,105,40,0,0,-
2021-2022,Kale Clague,"L.A, MTL",D,36,503.25,2,4,2,2,6,50,21,9.52,1.19,42,26,21,4,1,3,20,10,10,0,0,1,32,6,13,48,13,0,0,-
2021-2022,Henrik Borgstrom,CHI,C,52,501.6833333,4,2,0,2,6,60,38,10.53,3.6,79,52,44,18,4,4,20,9,9,0,0,5,6,22,25,18,19,80,112,41.67
2021-2022,Casey Fitzgerald,BUF,D,36,548.7333333,0,6,3,3,6,31.58,41,0,1.59,67,50,17,3,1,1,36,8,3,4,1,8,17,12,85,47,21,0,0,-
